"","hn_1","best_match","street_type","base_function","spell_ave_true","suffix_true","both_true"
"13830",NA,"18 & 3D AVE GOWANUS,64 N FRONT Y","AVE","18 & 3D AVE GOWANUS,64 N FRONT Y AVE","18 & 3D AVE GOWANUS,64 N FRONT Y AVE","18TH & 3D AVE GOWANUS,64 N FRONT Y AVE","18TH & 3D AVE GOWANUS,64 N FRONT Y AVE"
"13831",NA,"SCHERMERHORN & POTVERS","ST","SCHERMERHORN & POTVERS ST","SCHERMERHORN & POTVERS ST","SCHERMERHORN & POTVERS ST","SCHERMERHORN & POTVERS ST"
"13832",121,"SANDS","ST","121 SANDS ST","121 SANDS ST","121 SANDS ST","121 SANDS ST"
"13833",143,"FULTON","ST","143 FULTON ST","143 FULTON ST","143 FULTON ST","143 FULTON ST"
"13834",124,"DUFFIELD NMYRTLCAV","ST","124 DUFFIELD NMYRTLCAV ST","124 DUFFIELD NMYRTLCAV ST","124 DUFFIELD NMYRTLCAV ST","124 DUFFIELD NMYRTLCAV ST"
"13835",NA,"SWA","ST","SWA ST","SWA ST","SWA ST","SWA ST"
"13836",NA,"LITTLE & WATER","ST","LITTLE & WATER ST","LITTLE & WATER ST","LITTLE & WATER ST","LITTLE & WATER ST"
"13837",NA,"BEDFORD & PARK AVE","AVE","BEDFORD & PARK AVE","BEDFORD & PARK AVE","BEDFORD & PARK AVE","BEDFORD & PARK AVE"
"13838",94,"SANDS","ST","94 SANDS ST","94 SANDS ST","94 SANDS ST","94 SANDS ST"
"13839",NA,"","ST",NA,NA,NA,NA
"13840",136,"NASSAU","ST","136 NASSAU ST","136 NASSAU ST","136 NASSAU ST","136 NASSAU ST"
"13841",NA,"","ST",NA,NA,NA,NA
"13842",21,"STATE","ST","21 STATE ST","21 STATE ST","21 STATE ST","21 STATE ST"
"13843",3,"AND 5 FURMAN","ST","3 AND 5 FURMAN ST","3 AND 5 FURMAN ST","3 AND 5TH FURMAN ST","3 AND 5TH FURMAN ST"
"13844",189,"BRG","ST","189 BRG ST","189 BRG ST","189 BRG ST","189 BRG ST"
"13845",74,"E NASSAU PEAR L","ST","74 E NASSAU PEAR L ST","74 E NASSAU PEAR L ST","74 E NASSAU PEAR L ST","74 E NASSAU PEAR L ST"
"13846",NA,"COU,RT & BALTIC","ST","COU,RT & BALTIC ST","COU,RT & BALTIC ST","COU,RT & BALTIC ST","COU,RT & BALTIC ST"
"13847",145,"MYRTLE AVE","AVE","145 MYRTLE AVE","ONE HUNDRED FORTY-FIVE MYRTLE AVE","145 MYRTLE AVE","ONE HUNDRED FORTY-FIVE MYRTLE AVE"
"13848",NA,"3D AVE & 17 GOWANUS","AVE","3D AVE & 17 GOWANUS AVE","3D AVE & 17 GOWANUS AVE","3RDD AVE & 17 GOWANUS AVE","3RDD AVE & 17 GOWANUS AVE"
"13849",392,"HUDSON AVE","AVE","392 HUDSON AVE","THREE HUNDRED NINETY-TWO HUDSON AVE","392 HUDSON AVE","THREE HUNDRED NINETY-TWO HUDSON AVE"
"13850",NA,"SACKETT & COLUMBIA","ST","SACKETT & COLUMBIA ST","SACKETT & COLUMBIA ST","SACKETT & COLUMBIA ST","SACKETT & COLUMBIA ST"
"13851",NA,"MARSHALL & HUDSON AVE","AVE","MARSHALL & HUDSON AVE","MARSHALL & HUDSON AVE","MARSHALL & HUDSON AVE","MARSHALL & HUDSON AVE"
"13852",NA,"KENT & MYRTLE AVE","AVE","KENT & MYRTLE AVE","KENT & MYRTLE AVE","KENT & MYRTLE AVE","KENT & MYRTLE AVE"
"13853",19,"19 ADAMS & WATER","ST","19 19 ADAMS & WATER ST","19 19 ADAMS & WATER ST","19 19TH ADAMS & WATER ST","19 19TH ADAMS & WATER ST"
"13854",54,"BALTIC","ST","54 BALTIC ST","54 BALTIC ST","54 BALTIC ST","54 BALTIC ST"
"13855",175,"YORK","ST","175 YORK ST","175 YORK ST","175 YORK ST","175 YORK ST"
"13856",138,"138 WATER & PEARL","ST","138 138 WATER & PEARL ST","138 138 WATER & PEARL ST","138 138TH WATER & PEARL ST","138 138TH WATER & PEARL ST"
"13857",NA,"21 & 4 AVE GOWANUS","AVE","21 & 4 AVE GOWANUS AVE","21 & 4 AVE GOWANUS AVE","21ST & 4 AVE GOWANUS AVE","21ST & 4 AVE GOWANUS AVE"
"13858",NA,"COLUMBIA & HARRISON","ST","COLUMBIA & HARRISON ST","COLUMBIA & HARRISON ST","COLUMBIA & HARRISON ST","COLUMBIA & HARRISON ST"
"13859",NA,"2D WARD YORK & PEARL","ST","2D WARD YORK & PEARL ST","2D WARD YORK & PEARL ST","2NDD WARD YORK & PEARL ST","2NDD WARD YORK & PEARL ST"
"13860",34,"COTTAGE ROW FURMAN","ROW","34 COTTAGE ROW FURMAN ROW","34 COTTAGE ROW FURMAN ROW","34 COTTAGE ROW FURMAN ROW","34 COTTAGE ROW FURMAN ROW"
"13861",2,"2 HOWARD’S CT MAIN & WATER","CT","2 2 HOWARD’S CT MAIN & WATER CT","2 2 HOWARD’S CT MAIN & WATER CT","2 2ND HOWARD’S CT MAIN & WATER CT","2 2ND HOWARD’S CT MAIN & WATER CT"
"13862",NA,"HICKORY & FRANKLIN AVE","AVE","HICKORY & FRANKLIN AVE","HICKORY & FRANKLIN AVE","HICKORY & FRANKLIN AVE","HICKORY & FRANKLIN AVE"
"13863",NA,"KENT & PARK AVE","AVE","KENT & PARK AVE","KENT & PARK AVE","KENT & PARK AVE","KENT & PARK AVE"
"13864",149,"FURMAN","ST","149 FURMAN ST","149 FURMAN ST","149 FURMAN ST","149 FURMAN ST"
"13865",14,"STATE","ST","14 STATE ST","14 STATE ST","14 STATE ST","14 STATE ST"
"13866",NA,"COLUMBIA & HARRISON","ST","COLUMBIA & HARRISON ST","COLUMBIA & HARRISON ST","COLUMBIA & HARRISON ST","COLUMBIA & HARRISON ST"
"13867",NA,"PLYMOUTH & HUDSON AVE","AVE","PLYMOUTH & HUDSON AVE","PLYMOUTH & HUDSON AVE","PLYMOUTH & HUDSON AVE","PLYMOUTH & HUDSON AVE"
"13868",361,"FULTON","ST","361 FULTON ST","361 FULTON ST","361 FULTON ST","361 FULTON ST"
"13869",NA,"RED HOOK POINT","ST","RED HOOK POINT ST","RED HOOK POINT ST","RED HOOK POINT ST","RED HOOK POINT ST"
"13870",NA,"HUDSON AVE & WILLOUGHBY","AVE","HUDSON AVE & WILLOUGHBY AVE","HUDSON AVE & WILLOUGHBY AVE","HUDSON AVE & WILLOUGHBY AVE","HUDSON AVE & WILLOUGHBY AVE"
"13871",NA,"BRG & TILLARY","ST","BRG & TILLARY ST","BRG & TILLARY ST","BRG & TILLARY ST","BRG & TILLARY ST"
"13872",NA,"RED HOOK POINT","ST","RED HOOK POINT ST","RED HOOK POINT ST","RED HOOK POINT ST","RED HOOK POINT ST"
"13873",39,"STANTON","ST","39 STANTON ST","39 STANTON ST","39 STANTON ST","39 STANTON ST"
"13874",NA,"WATER & GOLD","ST","WATER & GOLD ST","WATER & GOLD ST","WATER & GOLD ST","WATER & GOLD ST"
"13875",152,"152 CARLL & MYRTLE AVE","AVE","152 152 CARLL & MYRTLE AVE","ONE HUNDRED FIFTY-TWO 152 CARLL & MYRTLE AVE","152 152ND CARLL & MYRTLE AVE","ONE HUNDRED FIFTY-TWO 152ND CARLL & MYRTLE AVE"
"13876",8,"N FULTON Y H 83 HICKS","ST","8 N FULTON Y H 83 HICKS ST","8 N FULTON Y H 83 HICKS ST","8 N FULTON Y H 83RD HICKS ST","8 N FULTON Y H 83RD HICKS ST"
"13877",NA,"SMITH & STATE","ST","SMITH & STATE ST","SMITH & STATE ST","SMITH & STATE ST","SMITH & STATE ST"
"13878",NA,"1S2 NASSAU","ST","1S2 NASSAU ST","1S2 NASSAU ST","1STS2 NASSAU ST","1STS2 NASSAU ST"
"13879",29,"LIBERTY AND 24 MAIDEN N LN Y H 87 STATE","ST","29 LIBERTY AND 24 MAIDEN N LN Y H 87 STATE ST","29 LIBERTY AND 24 MAIDEN N LN Y H 87 STATE ST","29 LIBERTY AND 24TH MAIDEN N LN Y H 87 STATE ST","29 LIBERTY AND 24TH MAIDEN N LN Y H 87 STATE ST"
"13880",NA,"MER. N Y H 184 HENRY","ST","MER. N Y H 184 HENRY ST","MER. N Y H 184 HENRY ST","MER. N Y H 184TH HENRY ST","MER. N Y H 184TH HENRY ST"
"13881",82,"PINE NYH 184 HENRY","ST","82 PINE NYH 184 HENRY ST","82 PINE NYH 184 HENRY ST","82 PINE NYH 184TH HENRY ST","82 PINE NYH 184TH HENRY ST"
"13882",NA,"N YR H 184 HENRY","ST","N YR H 184 HENRY ST","N YR H 184 HENRY ST","N YR H 184TH HENRY ST","N YR H 184TH HENRY ST"
"13883",NA,"SWERTCOPE’S BITTERS CLASSON & DE KALB AVE","AVE","SWERTCOPE’S BITTERS CLASSON & DE KALB AVE","SWERTCOPE’S BITTERS CLASSON & DE KALB AVE","SWERTCOPE’S BITTERS CLASSON & DE KALB AVE","SWERTCOPE’S BITTERS CLASSON & DE KALB AVE"
"13884",73,"PRINCE","ST","73 PRINCE ST","73 PRINCE ST","73 PRINCE ST","73 PRINCE ST"
"13885",70,"ADAMS","ST","70 ADAMS ST","70 ADAMS ST","70 ADAMS ST","70 ADAMS ST"
"13886",NA,"GRAHAM & FLUSHING AVE","AVE","GRAHAM & FLUSHING AVE","GRAHAM & FLUSHING AVE","GRAHAM & FLUSHING AVE","GRAHAM & FLUSHING AVE"
"13887",60,"PINE NYH 157 HENRY","ST","60 PINE NYH 157 HENRY ST","60 PINE NYH 157 HENRY ST","60 PINE NYH 157TH HENRY ST","60 PINE NYH 157TH HENRY ST"
"13888",NA,"TNER. N Y H 46 REMSEN","ST","TNER. N Y H 46 REMSEN ST","TNER. N Y H 46 REMSEN ST","TNER. N Y H 46TH REMSEN ST","TNER. N Y H 46TH REMSEN ST"
"13889",NA,"WIDOW .208 PROSPECT","ST","WIDOW .208 PROSPECT ST","WIDOW .208 PROSPECT ST","WIDOW .208TH PROSPECT ST","WIDOW .208TH PROSPECT ST"
"13890",NA,"CANTON & MYRTLE AVE","AVE","CANTON & MYRTLE AVE","CANTON & MYRTLE AVE","CANTON & MYRTLE AVE","CANTON & MYRTLE AVE"
"13891",NA,"N Y H 71 SANDS","ST","N Y H 71 SANDS ST","N Y H 71 SANDS ST","N Y H 71ST SANDS ST","N Y H 71ST SANDS ST"
"13892",NA,"NYH E HENRY PACIFIC","ST","NYH E HENRY PACIFIC ST","NYH E HENRY PACIFIC ST","NYH E HENRY PACIFIC ST","NYH E HENRY PACIFIC ST"
"13893",NA,"ATLANTIC & CT","CT","ATLANTIC & CT","ATLANTIC & CT","ATLANTIC & CT","ATLANTIC & CT"
"13894",164,"HENRY","ST","164 HENRY ST","164 HENRY ST","164 HENRY ST","164 HENRY ST"
"13895",279,"GOLD","ST","279 GOLD ST","279 GOLD ST","279 GOLD ST","279 GOLD ST"
"13896",NA,"3S2 HUDSON AVE","AVE","3S2 HUDSON AVE","3S2 HUDSON AVE","3RDS2 HUDSON AVE","3RDS2 HUDSON AVE"
"13897",NA,"PACIFIC & POWERS","ST","PACIFIC & POWERS ST","PACIFIC & POWERS ST","PACIFIC & POWERS ST","PACIFIC & POWERS ST"
"13898",NA,"POWERS & SCHERMERHORN","ST","POWERS & SCHERMERHORN ST","POWERS & SCHERMERHORN ST","POWERS & SCHERMERHORN ST","POWERS & SCHERMERHORN ST"
"13899",253,"STATE","ST","253 STATE ST","253 STATE ST","253 STATE ST","253 STATE ST"
"13900",NA,"FULTON & HUDSON AVE","AVE","FULTON & HUDSON AVE","FULTON & HUDSON AVE","FULTON & HUDSON AVE","FULTON & HUDSON AVE"
"13901",NA,"WALWORTH & MYRTLE AVE","AVE","WALWORTH & MYRTLE AVE","WALWORTH & MYRTLE AVE","WALWORTH & MYRTLE AVE","WALWORTH & MYRTLE AVE"
"13902",NA,"FLUSHING & KENT AVE","AVE","FLUSHING & KENT AVE","FLUSHING & KENT AVE","FLUSHING & KENT AVE","FLUSHING & KENT AVE"
"13903",25,"STANTON","ST","25 STANTON ST","25 STANTON ST","25 STANTON ST","25 STANTON ST"
"13904",37,"DOUGLASS","ST","37 DOUGLASS ST","37 DOUGLASS ST","37 DOUGLASS ST","37 DOUGLASS ST"
"13905",196,"196 FRONT & GOLD","ST","196 196 FRONT & GOLD ST","196 196 FRONT & GOLD ST","196 196TH FRONT & GOLD ST","196 196TH FRONT & GOLD ST"
"13906",253,"MARSHALL","ST","253 MARSHALL ST","253 MARSHALL ST","253 MARSHALL ST","253 MARSHALL ST"
"13907",18,"HUDSON AVE BROOKLYN DIKECTOKY.","AVE","18 HUDSON AVE BROOKLYN DIKECTOKY. AVE","EIGHTEEN HUDSON AVE BROOKLYN DIKECTOKY. AVE","18 HUDSON AVE BROOKLYN DIKECTOKY. AVE","EIGHTEEN HUDSON AVE BROOKLYN DIKECTOKY. AVE"
"13908",NA,"JOHN & GOLD","ST","JOHN & GOLD ST","JOHN & GOLD ST","JOHN & GOLD ST","JOHN & GOLD ST"
"13909",120,"JOHNSON","ST","120 JOHNSON ST","120 JOHNSON ST","120 JOHNSON ST","120 JOHNSON ST"
"13910",NA,"N YH 52 NASSAU & ADAMS","ST","N YH 52 NASSAU & ADAMS ST","N YH 52 NASSAU & ADAMS ST","N YH 52ND NASSAU & ADAMS ST","N YH 52ND NASSAU & ADAMS ST"
"13911",13,"JAMES","ST","13 JAMES ST","13 JAMES ST","13 JAMES ST","13 JAMES ST"
"13912",NA,"VANBRUNT & HAMILTON AVE RED HK","AVE","VANBRUNT & HAMILTON AVE RED HK AVE","VANBRUNT & HAMILTON AVE RED HK AVE","VANBRUNT & HAMILTON AVE RED HK AVE","VANBRUNT & HAMILTON AVE RED HK AVE"
"13913",155,"MAIDEN LN NYH 106 WILLOW","LN","155 MAIDEN LN NYH 106 WILLOW LN","155 MAIDEN LN NYH 106 WILLOW LN","155 MAIDEN LN NYH 106TH WILLOW LN","155 MAIDEN LN NYH 106TH WILLOW LN"
"13914",118,"HUDSON AVE","AVE","118 HUDSON AVE","ONE HUNDRED EIGHTEEN HUDSON AVE","118 HUDSON AVE","ONE HUNDRED EIGHTEEN HUDSON AVE"
"13915",126,"DEGRAW","ST","126 DEGRAW ST","126 DEGRAW ST","126 DEGRAW ST","126 DEGRAW ST"
"13916",7,"DOUGLASS","ST","7 DOUGLASS ST","7 DOUGLASS ST","7 DOUGLASS ST","7 DOUGLASS ST"
"13917",NA,"LAWRENCE & WILLOUGHBY","ST","LAWRENCE & WILLOUGHBY ST","LAWRENCE & WILLOUGHBY ST","LAWRENCE & WILLOUGHBY ST","LAWRENCE & WILLOUGHBY ST"
"13918",93,"93 JAY & TALMAN","ST","93 93 JAY & TALMAN ST","93 93 JAY & TALMAN ST","93 93RD JAY & TALMAN ST","93 93RD JAY & TALMAN ST"
"13919",93,"93 N WALL YH 44 BUTLER & SMITH","ST","93 93 N WALL YH 44 BUTLER & SMITH ST","93 93 N WALL YH 44 BUTLER & SMITH ST","93 93RD N WALL YH 44 BUTLER & SMITH ST","93 93RD N WALL YH 44 BUTLER & SMITH ST"
"13920",102,"PRINCE","ST","102 PRINCE ST","102 PRINCE ST","102 PRINCE ST","102 PRINCE ST"
"13921",97,"GOLD","ST","97 GOLD ST","97 GOLD ST","97 GOLD ST","97 GOLD ST"
"13922",NA,"BUILDER .120 WILLOUGHBY","ST","BUILDER .120 WILLOUGHBY ST","BUILDER .120 WILLOUGHBY ST","BUILDER .120TH WILLOUGHBY ST","BUILDER .120TH WILLOUGHBY ST"
"13923",249,"HICKS","ST","249 HICKS ST","249 HICKS ST","249 HICKS ST","249 HICKS ST"
"13924",16,"N CORTLANDT Y H 37 NASSAU","ST","16 N CORTLANDT Y H 37 NASSAU ST","16 N CORTLANDT Y H 37 NASSAU ST","16 N CORTLANDT Y H 37TH NASSAU ST","16 N CORTLANDT Y H 37TH NASSAU ST"
"13925",28,"BUTLER","ST","28 BUTLER ST","28 BUTLER ST","28 BUTLER ST","28 BUTLER ST"
"13926",NA,"HICKS & LUQUIER RED HOOK","ST","HICKS & LUQUIER RED HOOK ST","HICKS & LUQUIER RED HOOK ST","HICKS & LUQUIER RED HOOK ST","HICKS & LUQUIER RED HOOK ST"
"13927",NA,"3D AVE & 19 GOWANUS","AVE","3D AVE & 19 GOWANUS AVE","3D AVE & 19 GOWANUS AVE","3RDD AVE & 19 GOWANUS AVE","3RDD AVE & 19 GOWANUS AVE"
"13928",NA,"TANEY CHARLES AND CO,GROCERS SMITH & DOUGLASS","ST","TANEY CHARLES AND CO,GROCERS SMITH & DOUGLASS ST","TANEY CHARLES AND CO,GROCERS SMITH & DOUGLASS ST","TANEY CHARLES AND CO,GROCERS SMITH & DOUGLASS ST","TANEY CHARLES AND CO,GROCERS SMITH & DOUGLASS ST"
"13929",NA,"TANEY E CHARLES,SMITH & WYCKOFF","ST","TANEY E CHARLES,SMITH & WYCKOFF ST","TANEY E CHARLES,SMITH & WYCKOFF ST","TANEY E CHARLES,SMITH & WYCKOFF ST","TANEY E CHARLES,SMITH & WYCKOFF ST"
"13930",123,"HIGH","ST","123 HIGH ST","123 HIGH ST","123 HIGH ST","123 HIGH ST"
"13931",NA,"SHIPPING MERCHANT86 SOUTH NYH 16 WILLOW","ST","SHIPPING MERCHANT86 SOUTH NYH 16 WILLOW ST","SHIPPING MERCHANT86 SOUTH NYH 16 WILLOW ST","SHIPPING MERCHANT86TH SOUTH NYH 16 WILLOW ST","SHIPPING MERCHANT86TH SOUTH NYH 16 WILLOW ST"
"13932",NA,"REMSEN & CLINTON","ST","REMSEN & CLINTON ST","REMSEN & CLINTON ST","REMSEN & CLINTON ST","REMSEN & CLINTON ST"
"13933",250,"HENRY","ST","250 HENRY ST","250 HENRY ST","250 HENRY ST","250 HENRY ST"
"13934",NA,"COR SEC FOREIGN SLAVERY , SOCIETY 68 PIERREPONT","PIER","COR SEC FOREIGN SLAVERY , SOCIETY 68 PIERREPONT PIER","COR SEC FOREIGN SLAVERY , SOCIETY 68 PIERREPONT PIER","COR SEC FOREIGN SLAVERY , SOCIETY 68TH PIERREPONT PIER","COR SEC FOREIGN SLAVERY , SOCIETY 68TH PIERREPONT PIER"
"13935",22,"DUFFIELD","ST","22 DUFFIELD ST","22 DUFFIELD ST","22 DUFFIELD ST","22 DUFFIELD ST"
"13936",14,"WYCKOFF","ST","14 WYCKOFF ST","14 WYCKOFF ST","14 WYCKOFF ST","14 WYCKOFF ST"
"13937",64,"STANTON","ST","64 STANTON ST","64 STANTON ST","64 STANTON ST","64 STANTON ST"
"13938",99,"CT","ST","99 CT ST","99 CT ST","99 CT ST","99 CT ST"
"13939",NA,"MER. N YH 1 COLONNADE ROW COLUMBIA","ROW","MER. N YH 1 COLONNADE ROW COLUMBIA ROW","MER. N YH 1 COLONNADE ROW COLUMBIA ROW","MER. N YH 1ST COLONNADE ROW COLUMBIA ROW","MER. N YH 1ST COLONNADE ROW COLUMBIA ROW"
"13940",204,"JAY","ST","204 JAY ST","204 JAY ST","204 JAY ST","204 JAY ST"
"13941",215,"FULTON OP CLINTON","ST","215 FULTON OP CLINTON ST","215 FULTON OP CLINTON ST","215 FULTON OP CLINTON ST","215 FULTON OP CLINTON ST"
"13942",48,"TALMAN","ST","48 TALMAN ST","48 TALMAN ST","48 TALMAN ST","48 TALMAN ST"
"13943",220,"FULTON","ST","220 FULTON ST","220 FULTON ST","220 FULTON ST","220 FULTON ST"
"13944",4,"WILLOW","ST","4 WILLOW ST","4 WILLOW ST","4 WILLOW ST","4 WILLOW ST"
"13945",NA,"RAYMOND & TILLARY","ST","RAYMOND & TILLARY ST","RAYMOND & TILLARY ST","RAYMOND & TILLARY ST","RAYMOND & TILLARY ST"
"13946",12,"TALMAN","ST","12 TALMAN ST","12 TALMAN ST","12 TALMAN ST","12 TALMAN ST"
"13947",93,"LIVINGSTON","ST","93 LIVINGSTON ST","93 LIVINGSTON ST","93 LIVINGSTON ST","93 LIVINGSTON ST"
"13948",175,"WATER NY H LAWRENCEN WILLOUGHBY","ST","175 WATER NY H LAWRENCEN WILLOUGHBY ST","175 WATER NY H LAWRENCEN WILLOUGHBY ST","175 WATER NY H LAWRENCEN WILLOUGHBY ST","175 WATER NY H LAWRENCEN WILLOUGHBY ST"
"13949",NA,"SCHERMERHORN & BOERUM","ST","SCHERMERHORN & BOERUM ST","SCHERMERHORN & BOERUM ST","SCHERMERHORN & BOERUM ST","SCHERMERHORN & BOERUM ST"
"13950",17,"TALMAN .","ST","17 TALMAN . ST","17 TALMAN . ST","17 TALMAN . ST","17 TALMAN . ST"
"13951",NA,"JORALEMON & GARDEN","ST","JORALEMON & GARDEN ST","JORALEMON & GARDEN ST","JORALEMON & GARDEN ST","JORALEMON & GARDEN ST"
"13952",45,"CEDAR NYH 136 PEARL","ST","45 CEDAR NYH 136 PEARL ST","45 CEDAR NYH 136 PEARL ST","45 CEDAR NYH 136TH PEARL ST","45 CEDAR NYH 136TH PEARL ST"
"13953",83,"PINEAPPLE","ST","83 PINEAPPLE ST","83 PINEAPPLE ST","83 PINEAPPLE ST","83 PINEAPPLE ST"
"13954",263,"263 MARSHALL & LITTLE","ST","263 263 MARSHALL & LITTLE ST","263 263 MARSHALL & LITTLE ST","263 263RD MARSHALL & LITTLE ST","263 263RD MARSHALL & LITTLE ST"
"13955",NA,"SMITH & DEAN","ST","SMITH & DEAN ST","SMITH & DEAN ST","SMITH & DEAN ST","SMITH & DEAN ST"
"13956",203,"203 COLUMBIA & ATLANTIC","ST","203 203 COLUMBIA & ATLANTIC ST","203 203 COLUMBIA & ATLANTIC ST","203 203RD COLUMBIA & ATLANTIC ST","203 203RD COLUMBIA & ATLANTIC ST"
"13957",268,"HUDSON AVE","AVE","268 HUDSON AVE","TWO HUNDRED SIXTY-EIGHT HUDSON AVE","268 HUDSON AVE","TWO HUNDRED SIXTY-EIGHT HUDSON AVE"
"13958",NA,"BERGEN & UNDERHILL AVE","AVE","BERGEN & UNDERHILL AVE","BERGEN & UNDERHILL AVE","BERGEN & UNDERHILL AVE","BERGEN & UNDERHILL AVE"
"13959",329,"HENRY","ST","329 HENRY ST","329 HENRY ST","329 HENRY ST","329 HENRY ST"
"13960",NA,"CLASSON & FLUSHING AVE","AVE","CLASSON & FLUSHING AVE","CLASSON & FLUSHING AVE","CLASSON & FLUSHING AVE","CLASSON & FLUSHING AVE"
"13961",151,"MYRTLE AVE","AVE","151 MYRTLE AVE","ONE HUNDRED FIFTY-ONE MYRTLE AVE","151 MYRTLE AVE","ONE HUNDRED FIFTY-ONE MYRTLE AVE"
"13962",NA,"CONKLIN’S ALY & PLYMOUTHST","PL","CONKLIN’S ALY & PLYMOUTHST PL","CONKLIN’S ALY & PLYMOUTHST PL","CONKLIN’S ALY & PLYMOUTHST PL","CONKLIN’S ALY & PLYMOUTHST PL"
"13963",45,"N CEDAR Y H 12 SYDNEY PL","PL","45 N CEDAR Y H 12 SYDNEY PL","45 N CEDAR Y H 12 SYDNEY PL","45 N CEDAR Y H 12TH SYDNEY PL","45 N CEDAR Y H 12TH SYDNEY PL"
"13964",145,"PEARL","ST","145 PEARL ST","145 PEARL ST","145 PEARL ST","145 PEARL ST"
"13965",258,"MARSHALL","ST","258 MARSHALL ST","258 MARSHALL ST","258 MARSHALL ST","258 MARSHALL ST"
"13966",NA,"BEDFORD","ST","BEDFORD ST","BEDFORD ST","BEDFORD ST","BEDFORD ST"
"13967",52,"MAIN C FRONT H 73 POPLAR","ST","52 MAIN C FRONT H 73 POPLAR ST","52 MAIN C FRONT H 73 POPLAR ST","52 MAIN C FRONT H 73RD POPLAR ST","52 MAIN C FRONT H 73RD POPLAR ST"
"13968",45,"FULTON H MANSION","ST","45 FULTON H MANSION ST","45 FULTON H MANSION ST","45 FULTON H MANSION ST","45 FULTON H MANSION ST"
"13969",7,"GARRISON","ST","7 GARRISON ST","7 GARRISON ST","7 GARRISON ST","7 GARRISON ST"
"13970",NA,"HICKS & DEGRAW","ST","HICKS & DEGRAW ST","HICKS & DEGRAW ST","HICKS & DEGRAW ST","HICKS & DEGRAW ST"
"13971",25,"CHAPEL","ST","25 CHAPEL ST","25 CHAPEL ST","25 CHAPEL ST","25 CHAPEL ST"
"13972",3,"3 GOTHIC ALY & PEARL","ALY","3 3 GOTHIC ALY & PEARL ALY","3 3 GOTHIC ALY & PEARL ALY","3 3RD GOTHIC ALY & PEARL ALY","3 3RD GOTHIC ALY & PEARL ALY"
"13973",18,"BALTIC","ST","18 BALTIC ST","18 BALTIC ST","18 BALTIC ST","18 BALTIC ST"
"13974",58,"TALMAN","ST","58 TALMAN ST","58 TALMAN ST","58 TALMAN ST","58 TALMAN ST"
"13975",74,"ORANGE","ST","74 ORANGE ST","74 ORANGE ST","74 ORANGE ST","74 ORANGE ST"
"13976",142,"N BROADWAY Y H 71 STATE","ST","142 N BROADWAY Y H 71 STATE ST","142 N BROADWAY Y H 71 STATE ST","142 N BROADWAY Y H 71ST STATE ST","142 N BROADWAY Y H 71ST STATE ST"
"13977",62,"PINE NYH 16 LIBERTY","ST","62 PINE NYH 16 LIBERTY ST","62 PINE NYH 16 LIBERTY ST","62 PINE NYH 16TH LIBERTY ST","62 PINE NYH 16TH LIBERTY ST"
"13978",NA,"CT & PACIFIC","ST","CT & PACIFIC ST","CT & PACIFIC ST","CT & PACIFIC ST","CT & PACIFIC ST"
"13979",157,"FULTON","ST","157 FULTON ST","157 FULTON ST","157 FULTON ST","157 FULTON ST"
"13980",182,"HENRY","ST","182 HENRY ST","182 HENRY ST","182 HENRY ST","182 HENRY ST"
"13981",214,"PEARL NY","ST","214 PEARL NY ST","214 PEARL NY ST","214 PEARL NY ST","214 PEARL NY ST"
"13982",97,"FULTON ALDERMAN 4 WARD) H 52 SANDS","ST","97 FULTON ALDERMAN 4 WARD) H 52 SANDS ST","97 FULTON ALDERMAN 4 WARD) H 52 SANDS ST","97 FULTON ALDERMAN 4TH WARD) H 52 SANDS ST","97 FULTON ALDERMAN 4TH WARD) H 52 SANDS ST"
"13983",NA,"BEDFORD & PARK AVE","AVE","BEDFORD & PARK AVE","BEDFORD & PARK AVE","BEDFORD & PARK AVE","BEDFORD & PARK AVE"
"13984",100,"HICKS","ST","100 HICKS ST","100 HICKS ST","100 HICKS ST","100 HICKS ST"
"13985",323,"323 BRG & FULTON AVE","AVE","323 323 BRG & FULTON AVE","THREE HUNDRED TWENTY-THREE 323 BRG & FULTON AVE","323 323RD BRG & FULTON AVE","THREE HUNDRED TWENTY-THREE 323RD BRG & FULTON AVE"
"13986",76,"JORALEMON","ST","76 JORALEMON ST","76 JORALEMON ST","76 JORALEMON ST","76 JORALEMON ST"
"13987",265,"WASHINGTON","ST","265 WASHINGTON ST","265 WASHINGTON ST","265 WASHINGTON ST","265 WASHINGTON ST"
"13988",25,"NASSAU NYH 93 LIVINGSTON","ST","25 NASSAU NYH 93 LIVINGSTON ST","25 NASSAU NYH 93 LIVINGSTON ST","25 NASSAU NYH 93RD LIVINGSTON ST","25 NASSAU NYH 93RD LIVINGSTON ST"
"13989",NA,"COLUMBIAN IRON FOUNDRY 15 ADAMS H 85 GOLD","ST","COLUMBIAN IRON FOUNDRY 15 ADAMS H 85 GOLD ST","COLUMBIAN IRON FOUNDRY 15 ADAMS H 85 GOLD ST","COLUMBIAN IRON FOUNDRY 15TH ADAMS H 85 GOLD ST","COLUMBIAN IRON FOUNDRY 15TH ADAMS H 85 GOLD ST"
"13990",NA,"FLUSHING & BEDFORD AVE","AVE","FLUSHING & BEDFORD AVE","FLUSHING & BEDFORD AVE","FLUSHING & BEDFORD AVE","FLUSHING & BEDFORD AVE"
