,hn_1,best_match,street_type,base_function,suffix_true,both_true
14803,NA,HUDSON AVE AND LAFAYETTE,AVE,HUDSON AVE AND LAFAYETTE AVE,HUDSON AVE AND LAFAYETTE AVE,HUDSON AVE AND LAFAYETTE AVE
14804,62,FRO NT,ST,62 FRO NT ST,62 FRO NT ST,62 FRO NT ST
14805,NA,RED HOOK AND COLUMBIA,ST,RED HOOK AND COLUMBIA ST,RED HOOK AND COLUMBIA ST,RED HOOK AND COLUMBIA ST
14806,184,WATER,ST,184 WATER ST,184 WATER ST,184 WATER ST
14807,NA,27 AND 3D AVE GOWANUS,AVE,27 AND 3D AVE GOWANUS AVE,27TH AND 3D AVE GOWANUS AVE,27TH AND 3D AVE GOWANUS AVE
14808,NA,ATLANTIC AVE OP OXFORD SI,AVE,ATLANTIC AVE OP OXFORD SI AVE,ATLANTIC AVE OP OXFORD SI AVE,ATLANTIC AVE OP OXFORD SI AVE
14809,NA,CUMBERLAND AND DE KALB AVE,AVE,CUMBERLAND AND DE KALB AVE,CUMBERLAND AND DE KALB AVE,CUMBERLAND AND DE KALB AVE
14810,95,PEARL,ST,95 PEARL ST,95 PEARL ST,95 PEARL ST
14811,149,TILLARY,ST,149 TILLARY ST,149 TILLARY ST,149 TILLARY ST
14812,NA,LAFAYETTE AND NAVY,ST,LAFAYETTE AND NAVY ST,LAFAYETTE AND NAVY ST,LAFAYETTE AND NAVY ST
14813,9,CHAPEL,ST,9 CHAPEL ST,9 CHAPEL ST,9 CHAPEL ST
14814,293,HUDSON AVE Y ARD PETER 47 LITTLE,AVE,293 HUDSON AVE Y ARD PETER 47 LITTLE AVE,293 HUDSON AVE Y ARD PETER 47TH LITTLE AVE,293 HUDSON AVE Y ARD PETER 47TH LITTLE AVE
14815,NA,RED HOOK POINT,ST,RED HOOK POINT ST,RED HOOK POINT ST,RED HOOK POINT ST
14816,69,WIDOW BOARDING ADAMS,ST,69 WIDOW BOARDING ADAMS ST,69 WIDOW BOARDING ADAMS ST,69 WIDOW BOARDING ADAMS ST
14817,137,CARLL,ST,137 CARLL ST,137 CARLL ST,137 CARLL ST
14818,NA,AMITY AND COLUMBIA,ST,AMITY AND COLUMBIA ST,AMITY AND COLUMBIA ST,AMITY AND COLUMBIA ST
14819,NA,21 AND 4 AVE GOWANUS,AVE,21 AND 4 AVE GOWANUS AVE,21ST AND 4 AVE GOWANUS AVE,21ST AND 4 AVE GOWANUS AVE
14820,50,BALTIC,ST,50 BALTIC ST,50 BALTIC ST,50 BALTIC ST
14821,NA,CLOVE RD AND RAILROAD,ST,CLOVE RD AND RAILROAD ST,CLOVE RD AND RAILROAD ST,CLOVE RD AND RAILROAD ST
14822,56,STANTON,ST,56 STANTON ST,56 STANTON ST,56 STANTON ST
14823,295,BRG,ST,295 BRG ST,295 BRG ST,295 BRG ST
14824,NA,GRAHAM AND FLUSHING AVE,AVE,GRAHAM AND FLUSHING AVE,GRAHAM AND FLUSHING AVE,GRAHAM AND FLUSHING AVE
14825,NA,CLASSON AND MYRTLE AVE,AVE,CLASSON AND MYRTLE AVE,CLASSON AND MYRTLE AVE,CLASSON AND MYRTLE AVE
14826,146,PEARL,ST,146 PEARL ST,146 PEARL ST,146 PEARL ST
14827,NA,MYRTLE AND KENT AVE,AVE,MYRTLE AND KENT AVE,MYRTLE AND KENT AVE,MYRTLE AND KENT AVE
14828,5,S HALL BUILDINGS FURMAN,ST,5 S HALL BUILDINGS FURMAN ST,5 S HALL BUILDINGS FURMAN ST,5 S HALL BUILDINGS FURMAN ST
14829,94,HENRY,ST,94 HENRY ST,94 HENRY ST,94 HENRY ST
14830,316,ATLANTIC,ST,316 ATLANTIC ST,316 ATLANTIC ST,316 ATLANTIC ST
14831,89,LIVINGSTON,ST,89 LIVINGSTON ST,89 LIVINGSTON ST,89 LIVINGSTON ST
14832,228,ATLANTIC U SMITH,ST,228 ATLANTIC U SMITH ST,228 ATLANTIC U SMITH ST,228 ATLANTIC U SMITH ST
14833,50,CRANBERRY,ST,50 CRANBERRY ST,50 CRANBERRY ST,50 CRANBERRY ST
14834,239,FULTON,ST,239 FULTON ST,239 FULTON ST,239 FULTON ST
14835,68,WILLOW,ST,68 WILLOW ST,68 WILLOW ST,68 WILLOW ST
14836,1,COLLONNADE ROW COLUMBIA,ROW,1 COLLONNADE ROW COLUMBIA ROW,1 COLLONNADE ROW COLUMBIA ROW,1 COLLONNADE ROW COLUMBIA ROW
14837,124,FURMAN,ST,124 FURMAN ST,124 FURMAN ST,124 FURMAN ST
14838,42,YORK,ST,42 YORK ST,42 YORK ST,42 YORK ST
14839,NA,BROOKLYN SPICE MILLS 48 FULTON,ST,BROOKLYN SPICE MILLS 48 FULTON ST,BROOKLYN SPICE MILLS 48TH FULTON ST,BROOKLYN SPICE MILLS 48TH FULTON ST
14840,NA,20 AND 3D AVE GOWANUS,AVE,20 AND 3D AVE GOWANUS AVE,20TH AND 3D AVE GOWANUS AVE,20TH AND 3D AVE GOWANUS AVE
14841,NA,BROOKLYN FEMALE ACADEMY JORALEMON AND CLINTON,ST,BROOKLYN FEMALE ACADEMY JORALEMON AND CLINTON ST,BROOKLYN FEMALE ACADEMY JORALEMON AND CLINTON ST,BROOKLYN FEMALE ACADEMY JORALEMON AND CLINTON ST
14842,NA,WASHINGTON AVE AND BEDFORD RD,AVE,WASHINGTON AVE AND BEDFORD RD AVE,WASHINGTON AVE AND BEDFORD RD AVE,WASHINGTON AVE AND BEDFORD RD AVE
14843,77,BUTLER,ST,77 BUTLER ST,77 BUTLER ST,77 BUTLER ST
14844,NA,WYCKOFF AND BOND,ST,WYCKOFF AND BOND ST,WYCKOFF AND BOND ST,WYCKOFF AND BOND ST
14845,NA,HOYT AND STATE,ST,HOYT AND STATE ST,HOYT AND STATE ST,HOYT AND STATE ST
14846,312,ATLANTIC,ST,312 ATLANTIC ST,312 ATLANTIC ST,312 ATLANTIC ST
14847,192,YORK,ST,192 YORK ST,192 YORK ST,192 YORK ST
14848,60,ADAMS BROOKLYN BIRECTOKY,ST,60 ADAMS BROOKLYN BIRECTOKY ST,60 ADAMS BROOKLYN BIRECTOKY ST,60 ADAMS BROOKLYN BIRECTOKY ST
14849,NA,PROSPECT AND PEARL,ST,PROSPECT AND PEARL ST,PROSPECT AND PEARL ST,PROSPECT AND PEARL ST
14850,4,STANTON,ST,4 STANTON ST,4 STANTON ST,4 STANTON ST
14851,128,YORK,ST,128 YORK ST,128 YORK ST,128 YORK ST
14852,140,YORK,ST,140 YORK ST,140 YORK ST,140 YORK ST
14853,254,FULTON OP JOHNSON,ST,254 FULTON OP JOHNSON ST,254 FULTON OP JOHNSON ST,254 FULTON OP JOHNSON ST
14854,NA,AUDUBON HALL 27 AND 3D AVE GOWANUS,AVE,AUDUBON HALL 27 AND 3D AVE GOWANUS AVE,AUDUBON HALL 27TH AND 3D AVE GOWANUS AVE,AUDUBON HALL 27TH AND 3D AVE GOWANUS AVE
14855,123,HENRY,ST,123 HENRY ST,123 HENRY ST,123 HENRY ST
14856,140,YORK,ST,140 YORK ST,140 YORK ST,140 YORK ST
14857,89,HENRY,ST,89 HENRY ST,89 HENRY ST,89 HENRY ST
14858,NA,WALWORTH AND FLUSHING AVE,AVE,WALWORTH AND FLUSHING AVE,WALWORTH AND FLUSHING AVE,WALWORTH AND FLUSHING AVE
14859,28,CHAPEL,ST,28 CHAPEL ST,28 CHAPEL ST,28 CHAPEL ST
14860,NA,TOMPKINS PL AND HARRISON WARRINGTON MRS JOHN AND WIDOW THREAD AND NEEDLE STORE 32 HICKS,ST,TOMPKINS PL AND HARRISON WARRINGTON MRS JOHN AND WIDOW THREAD AND NEEDLE STORE 32 HICKS ST,TOMPKINS PL AND HARRISON WARRINGTON MRS JOHN AND WIDOW THREAD AND NEEDLE STORE 32ND HICKS ST,TOMPKINS PL AND HARRISON WARRINGTON MRS JOHN AND WIDOW THREAD AND NEEDLE STORE 32ND HICKS ST
14861,57,ATLANTIC,ST,57 ATLANTIC ST,57 ATLANTIC ST,57 ATLANTIC ST
14862,131,ATLANTIC,ST,131 ATLANTIC ST,131 ATLANTIC ST,131 ATLANTIC ST
14863,NA,DEAN AND NEVINS,ST,DEAN AND NEVINS ST,DEAN AND NEVINS ST,DEAN AND NEVINS ST
14864,263,JOHN,ST,263 JOHN ST,263 JOHN ST,263 JOHN ST
14865,NA,S3 JOHNSON,ST,S3 JOHNSON ST,S3RD JOHNSON ST,S3RD JOHNSON ST
14866,6,FAIR VINE,ST,6 FAIR VINE ST,6 FAIR VINE ST,6 FAIR VINE ST
14867,32,TALMAN,ST,32 TALMAN ST,32 TALMAN ST,32 TALMAN ST
14868,13,WATERHOUSE AND LINN AND CO AND LUMBER MER AND COLUMBIA,ST,13 WATERHOUSE AND LINN AND CO AND LUMBER MER AND COLUMBIA ST,13 WATERHOUSE AND LINN AND CO AND LUMBER MER AND COLUMBIA ST,13 WATERHOUSE AND LINN AND CO AND LUMBER MER AND COLUMBIA ST
14869,NA,MATERHOUSEC C LUMBER MER AND COLUMBIAN BALTICH COLUMBIA AND PRESIDENT,ST,MATERHOUSEC C LUMBER MER AND COLUMBIAN BALTICH COLUMBIA AND PRESIDENT ST,MATERHOUSEC C LUMBER MER AND COLUMBIAN BALTICH COLUMBIA AND PRESIDENT ST,MATERHOUSEC C LUMBER MER AND COLUMBIAN BALTICH COLUMBIA AND PRESIDENT ST
14870,99,PROSPECT,ST,99 PROSPECT ST,99 PROSPECT ST,99 PROSPECT ST
14871,NA,S6 STATE,ST,S6 STATE ST,S6TH STATE ST,S6TH STATE ST
14872,28,TALMAN,ST,28 TALMAN ST,28 TALMAN ST,28 TALMAN ST
14873,NA,CRIPPLEBUSH RD AND MYRTLE AVE,AVE,CRIPPLEBUSH RD AND MYRTLE AVE,CRIPPLEBUSH RD AND MYRTLE AVE,CRIPPLEBUSH RD AND MYRTLE AVE
14874,NA,GOLD AND FULTON AVE,AVE,GOLD AND FULTON AVE,GOLD AND FULTON AVE,GOLD AND FULTON AVE
14875,202,MYRTLE AVE,AVE,202 MYRTLE AVE,202 MYRTLE AVE,202 MYRTLE AVE
14876,NA,WATER AND DOCK,ST,WATER AND DOCK ST,WATER AND DOCK ST,WATER AND DOCK ST
14877,255,FULTON,ST,255 FULTON ST,255 FULTON ST,255 FULTON ST
14878,NA,COLUMBIAN WARREN,ST,COLUMBIAN WARREN ST,COLUMBIAN WARREN ST,COLUMBIAN WARREN ST
14879,NA,MI LER 147 MYRTLE AVE,AVE,MI LER 147 MYRTLE AVE,MI LER 147TH MYRTLE AVE,MI LER 147TH MYRTLE AVE
14880,1,FRANKLIN PL,PL,1 FRANKLIN PL,1 FRANKLIN PL,1 FRANKLIN PL
14881,75,CONCORD,ST,75 CONCORD ST,75 CONCORD ST,75 CONCORD ST
14882,29,STATE,ST,29 STATE ST,29 STATE ST,29 STATE ST
14883,147,MYRTLE AVE,AVE,147 MYRTLE AVE,147 MYRTLE AVE,147 MYRTLE AVE
14884,NA,21 AND 3D AVE GOWANUS,AVE,21 AND 3D AVE GOWANUS AVE,21ST AND 3D AVE GOWANUS AVE,21ST AND 3D AVE GOWANUS AVE
14885,141,NASSAU,ST,141 NASSAU ST,141 NASSAU ST,141 NASSAU ST
14886,17,MILL,ST,17 MILL ST,17 MILL ST,17 MILL ST
14887,107,PRINCE,ST,107 PRINCE ST,107 PRINCE ST,107 PRINCE ST
14888,NA,CUMBERLAND AND DE KALB AVE,AVE,CUMBERLAND AND DE KALB AVE,CUMBERLAND AND DE KALB AVE,CUMBERLAND AND DE KALB AVE
14889,123,WILLOUGHBY,ST,123 WILLOUGHBY ST,123 WILLOUGHBY ST,123 WILLOUGHBY ST
14890,NA,FLUSHING AND CLASSON AVE,AVE,FLUSHING AND CLASSON AVE,FLUSHING AND CLASSON AVE,FLUSHING AND CLASSON AVE
14891,150,JOHNSON,ST,150 JOHNSON ST,150 JOHNSON ST,150 JOHNSON ST
14892,105,HENRY MATSON JAMES L 95 MYRTLE AVE,AVE,105 HENRY MATSON JAMES L 95 MYRTLE AVE,105 HENRY MATSON JAMES L 95TH MYRTLE AVE,105 HENRY MATSON JAMES L 95TH MYRTLE AVE
14893,7,HAMILTON AVE,AVE,7 HAMILTON AVE,7 HAMILTON AVE,7 HAMILTON AVE
14894,NA,KENT AND FLUSHING AVE,AVE,KENT AND FLUSHING AVE,KENT AND FLUSHING AVE,KENT AND FLUSHING AVE
14895,2,CLARK,ST,2 CLARK ST,2 CLARK ST,2 CLARK ST
14896,199,BRG,ST,199 BRG ST,199 BRG ST,199 BRG ST
14897,79,CONCORD,ST,79 CONCORD ST,79 CONCORD ST,79 CONCORD ST
14898,NA,COLUMBIA AND AND WARREN WATSON THOMAS AND N 124 SCHERMERHORN BOND,ST,COLUMBIA AND AND WARREN WATSON THOMAS AND N 124 SCHERMERHORN BOND ST,COLUMBIA AND AND WARREN WATSON THOMAS AND N 124TH SCHERMERHORN BOND ST,COLUMBIA AND AND WARREN WATSON THOMAS AND N 124TH SCHERMERHORN BOND ST
14899,108,SCHERMERHORN,ST,108 SCHERMERHORN ST,108 SCHERMERHORN ST,108 SCHERMERHORN ST
14900,NA,HUDSON AVE AND CONCORD,AVE,HUDSON AVE AND CONCORD AVE,HUDSON AVE AND CONCORD AVE,HUDSON AVE AND CONCORD AVE
14901,25,TALMAN,ST,25 TALMAN ST,25 TALMAN ST,25 TALMAN ST
14902,84,FULTON WATTS DEBORAH LIQUOR STORE FULTON,ST,84 FULTON WATTS DEBORAH LIQUOR STORE FULTON ST,84 FULTON WATTS DEBORAH LIQUOR STORE FULTON ST,84 FULTON WATTS DEBORAH LIQUOR STORE FULTON ST
14903,NA,PARK AVE AND CUMBERLAND,AVE,PARK AVE AND CUMBERLAND AVE,PARK AVE AND CUMBERLAND AVE,PARK AVE AND CUMBERLAND AVE
14904,NA,WILLOUGHBY AND FULTON AVE,AVE,WILLOUGHBY AND FULTON AVE,WILLOUGHBY AND FULTON AVE,WILLOUGHBY AND FULTON AVE
14905,126,PEARL,ST,126 PEARL ST,126 PEARL ST,126 PEARL ST
14906,NA,HUDSON AVE AND CONCORD,AVE,HUDSON AVE AND CONCORD AVE,HUDSON AVE AND CONCORD AVE,HUDSON AVE AND CONCORD AVE
14907,NA,BOOK AGENT262 HUDSON AVE,AVE,BOOK AGENT262 HUDSON AVE,BOOK AGENT262ND HUDSON AVE,BOOK AGENT262ND HUDSON AVE
14908,148,FULTON,ST,148 FULTON ST,148 FULTON ST,148 FULTON ST
14909,62,ATLANTIC,ST,62 ATLANTIC ST,62 ATLANTIC ST,62 ATLANTIC ST
14910,142,NASSAU,ST,142 NASSAU ST,142 NASSAU ST,142 NASSAU ST
14911,149,CARLL,ST,149 CARLL ST,149 CARLL ST,149 CARLL ST
14912,NA,18 AND 4 AVE GOWANUS,AVE,18 AND 4 AVE GOWANUS AVE,18TH AND 4 AVE GOWANUS AVE,18TH AND 4 AVE GOWANUS AVE
14913,53,WILLOUGHBY,ST,53 WILLOUGHBY ST,53 WILLOUGHBY ST,53 WILLOUGHBY ST
14914,115,JOHNSON,ST,115 JOHNSON ST,115 JOHNSON ST,115 JOHNSON ST
14915,49,PRINCE,ST,49 PRINCE ST,49 PRINCE ST,49 PRINCE ST
14916,NA,OXFORD AND ATLANTIC AVE,AVE,OXFORD AND ATLANTIC AVE,OXFORD AND ATLANTIC AVE,OXFORD AND ATLANTIC AVE
14917,14,CARLL,ST,14 CARLL ST,14 CARLL ST,14 CARLL ST
14918,58,CARLTON AVE,AVE,58 CARLTON AVE,58 CARLTON AVE,58 CARLTON AVE
14919,247,BRG,ST,247 BRG ST,247 BRG ST,247 BRG ST
14920,47,BUTLER,ST,47 BUTLER ST,47 BUTLER ST,47 BUTLER ST
14921,147,CARLL,ST,147 CARLL ST,147 CARLL ST,147 CARLL ST
14922,206,HENRY,ST,206 HENRY ST,206 HENRY ST,206 HENRY ST
14923,85,FULTON BROOKLYN DTRECTO BY,ST,85 FULTON BROOKLYN DTRECTO BY ST,85 FULTON BROOKLYN DTRECTO BY ST,85 FULTON BROOKLYN DTRECTO BY ST
14924,NA,BEDFORD,ST,BEDFORD ST,BEDFORD ST,BEDFORD ST
14925,214,ADAMS,ST,214 ADAMS ST,214 ADAMS ST,214 ADAMS ST
14926,129,WILLOUGHBY,ST,129 WILLOUGHBY ST,129 WILLOUGHBY ST,129 WILLOUGHBY ST
14927,144,MYRTLE AVE,AVE,144 MYRTLE AVE,144 MYRTLE AVE,144 MYRTLE AVE
14928,NA,CARLTON AND PARK AVE,AVE,CARLTON AND PARK AVE,CARLTON AND PARK AVE,CARLTON AND PARK AVE
14929,107,FRONT,ST,107 FRONT ST,107 FRONT ST,107 FRONT ST
14930,14,LITTLE,ST,14 LITTLE ST,14 LITTLE ST,14 LITTLE ST
14931,146,MYRTLE AVE,AVE,146 MYRTLE AVE,146 MYRTLE AVE,146 MYRTLE AVE
14932,27,CARLTON,ST,27 CARLTON ST,27 CARLTON ST,27 CARLTON ST
14933,56,CARLTON AVE,AVE,56 CARLTON AVE,56 CARLTON AVE,56 CARLTON AVE
14934,321,GOLD,ST,321 GOLD ST,321 GOLD ST,321 GOLD ST
14935,26,CARLTON,ST,26 CARLTON ST,26 CARLTON ST,26 CARLTON ST
14936,NA,MYRTLE AND CARLTON AVE,AVE,MYRTLE AND CARLTON AVE,MYRTLE AND CARLTON AVE,MYRTLE AND CARLTON AVE
14937,NA,PACIFIC AND AMITY H 19 MYRTLE AVE,AVE,PACIFIC AND AMITY H 19 MYRTLE AVE,PACIFIC AND AMITY H 19TH MYRTLE AVE,PACIFIC AND AMITY H 19TH MYRTLE AVE
14938,266,ADAMS,ST,266 ADAMS ST,266 ADAMS ST,266 ADAMS ST
14939,4,BOERUM,ST,4 BOERUM ST,4 BOERUM ST,4 BOERUM ST
14940,142,NASSAU,ST,142 NASSAU ST,142 NASSAU ST,142 NASSAU ST
14941,NA,BROOKLYN 122 HUDSON AVE AND PROSPECT,AVE,BROOKLYN 122 HUDSON AVE AND PROSPECT AVE,BROOKLYN 122ND HUDSON AVE AND PROSPECT AVE,BROOKLYN 122ND HUDSON AVE AND PROSPECT AVE
14942,238,FULTON,ST,238 FULTON ST,238 FULTON ST,238 FULTON ST
14943,24,COTTAGE ROW COLUMBIA,ROW,24 COTTAGE ROW COLUMBIA ROW,24 COTTAGE ROW COLUMBIA ROW,24 COTTAGE ROW COLUMBIA ROW
14944,95,ADAMS,ST,95 ADAMS ST,95 ADAMS ST,95 ADAMS ST
14945,119,HENRY,ST,119 HENRY ST,119 HENRY ST,119 HENRY ST
14946,NA,N Y,ST,N Y ST,N Y ST,N Y ST
14947,113,CONCORD,ST,113 CONCORD ST,113 CONCORD ST,113 CONCORD ST
14948,63,PROSPECT,ST,63 PROSPECT ST,63 PROSPECT ST,63 PROSPECT ST
14949,11,NASSAU,ST,11 NASSAU ST,11 NASSAU ST,11 NASSAU ST
14950,62,FULTON,ST,62 FULTON ST,62 FULTON ST,62 FULTON ST
14951,NA,CLINTON AND HARRISON,ST,CLINTON AND HARRISON ST,CLINTON AND HARRISON ST,CLINTON AND HARRISON ST
14952,NA,SPENCER AND DE KALB AVE,AVE,SPENCER AND DE KALB AVE,SPENCER AND DE KALB AVE,SPENCER AND DE KALB AVE
14953,160,ATLANTIC,ST,160 ATLANTIC ST,160 ATLANTIC ST,160 ATLANTIC ST
14954,72,CARLTON,ST,72 CARLTON ST,72 CARLTON ST,72 CARLTON ST
14955,129,SMITH,ST,129 SMITH ST,129 SMITH ST,129 SMITH ST
14956,143,MYRTLE AVE,AVE,143 MYRTLE AVE,143 MYRTLE AVE,143 MYRTLE AVE
14957,NA,SCHERMERHORN AND NEVINS,ST,SCHERMERHORN AND NEVINS ST,SCHERMERHORN AND NEVINS ST,SCHERMERHORN AND NEVINS ST
14958,42,PRINCE,ST,42 PRINCE ST,42 PRINCE ST,42 PRINCE ST
14959,112,SANDS,ST,112 SANDS ST,112 SANDS ST,112 SANDS ST
14960,NA,UNION AND VANBRUNT,ST,UNION AND VANBRUNT ST,UNION AND VANBRUNT ST,UNION AND VANBRUNT ST
14961,45,ATLANTIC,ST,45 ATLANTIC ST,45 ATLANTIC ST,45 ATLANTIC ST
14962,142,CARLL,ST,142 CARLL ST,142 CARLL ST,142 CARLL ST
14963,110,GOLD,ST,110 GOLD ST,110 GOLD ST,110 GOLD ST
14964,NA,4S JOHNSON,ST,4S JOHNSON ST,4THS JOHNSON ST,4THS JOHNSON ST
14965,NA,CUMBERLAND AND DE KALB AVE,AVE,CUMBERLAND AND DE KALB AVE,CUMBERLAND AND DE KALB AVE,CUMBERLAND AND DE KALB AVE
14966,287,ADAMS,ST,287 ADAMS ST,287 ADAMS ST,287 ADAMS ST
14967,6,WILLOW PL,PL,6 WILLOW PL,6 WILLOW PL,6 WILLOW PL
14968,101,WILLOUGHBY,ST,101 WILLOUGHBY ST,101 WILLOUGHBY ST,101 WILLOUGHBY ST
14969,NA,NAVY AND FULTON AVE,AVE,NAVY AND FULTON AVE,NAVY AND FULTON AVE,NAVY AND FULTON AVE
14970,NA,S3 MAIN,ST,S3 MAIN ST,S3RD MAIN ST,S3RD MAIN ST
14971,NA,S SQUIRE ALY,ALY,S SQUIRE ALY,S SQUIRE ALY,S SQUIRE ALY
14972,40,FRONT,ST,40 FRONT ST,40 FRONT ST,40 FRONT ST
14973,NA,AMITY AND THE DOCK,ST,AMITY AND THE DOCK ST,AMITY AND THE DOCK ST,AMITY AND THE DOCK ST
14974,NA,CANTON AND TILLARY,ST,CANTON AND TILLARY ST,CANTON AND TILLARY ST,CANTON AND TILLARY ST
14975,253,JOHN,ST,253 JOHN ST,253 JOHN ST,253 JOHN ST
14976,131,CT,ST,131 CT ST,131 CT ST,131 CT ST
14977,NA,COLUMBIA AND HARRISON,ST,COLUMBIA AND HARRISON ST,COLUMBIA AND HARRISON ST,COLUMBIA AND HARRISON ST
14978,248,GOLD,ST,248 GOLD ST,248 GOLD ST,248 GOLD ST
14979,NA,MYRTLE AVE AND BRG,AVE,MYRTLE AVE AND BRG AVE,MYRTLE AVE AND BRG AVE,MYRTLE AVE AND BRG AVE
14980,11,SCHERMERHORN,ST,11 SCHERMERHORN ST,11 SCHERMERHORN ST,11 SCHERMERHORN ST
14981,198,PROSPECT WELCH PETER NAVY,ST,198 PROSPECT WELCH PETER NAVY ST,198 PROSPECT WELCH PETER NAVY ST,198 PROSPECT WELCH PETER NAVY ST
14982,164,YORK,ST,164 YORK ST,164 YORK ST,164 YORK ST
14983,NA,NOSTRAND AND FLUSHING AVE,AVE,NOSTRAND AND FLUSHING AVE,NOSTRAND AND FLUSHING AVE,NOSTRAND AND FLUSHING AVE
14984,NA,WIDOW FANCY STORE HENRY AND MIDDAGH X WELCH THOMAS 7S PLYMOUTH,ST,WIDOW FANCY STORE HENRY AND MIDDAGH X WELCH THOMAS 7S PLYMOUTH ST,WIDOW FANCY STORE HENRY AND MIDDAGH X WELCH THOMAS 7THS PLYMOUTH ST,WIDOW FANCY STORE HENRY AND MIDDAGH X WELCH THOMAS 7THS PLYMOUTH ST
14985,NA,AMITY AND HICKS,ST,AMITY AND HICKS ST,AMITY AND HICKS ST,AMITY AND HICKS ST
14986,121,CT WELCH THOMAS,ST,121 CT WELCH THOMAS ST,121 CT WELCH THOMAS ST,121 CT WELCH THOMAS ST
14987,49,LITTLE OP PLYMOUTH WELCH WILLIAM H CUMBERLAND,PL,49 LITTLE OP PLYMOUTH WELCH WILLIAM H CUMBERLAND PL,49 LITTLE OP PLYMOUTH WELCH WILLIAM H CUMBERLAND PL,49 LITTLE OP PLYMOUTH WELCH WILLIAM H CUMBERLAND PL
14988,NA,NAVY AND DE KALB AVE,AVE,NAVY AND DE KALB AVE,NAVY AND DE KALB AVE,NAVY AND DE KALB AVE
14989,75,CRANBERRY,ST,75 CRANBERRY ST,75 CRANBERRY ST,75 CRANBERRY ST
14990,45,CRAUBCRRY,ST,45 CRAUBCRRY ST,45 CRAUBCRRY ST,45 CRAUBCRRY ST
14991,93,WASHINGTON,ST,93 WASHINGTON ST,93 WASHINGTON ST,93 WASHINGTON ST
14992,140,YORK,ST,140 YORK ST,140 YORK ST,140 YORK ST
14993,53,ATLANTIC,ST,53 ATLANTIC ST,53 ATLANTIC ST,53 ATLANTIC ST
14994,141,CARLL,ST,141 CARLL ST,141 CARLL ST,141 CARLL ST
14995,95,SACKETT,ST,95 SACKETT ST,95 SACKETT ST,95 SACKETT ST
14996,NA,CARLTON AND MYRTLE AVE,AVE,CARLTON AND MYRTLE AVE,CARLTON AND MYRTLE AVE,CARLTON AND MYRTLE AVE
14997,74,PINEAPPLE,ST,74 PINEAPPLE ST,74 PINEAPPLE ST,74 PINEAPPLE ST
14998,121,HICKS,ST,121 HICKS ST,121 HICKS ST,121 HICKS ST
14999,345,GOLD,ST,345 GOLD ST,345 GOLD ST,345 GOLD ST
15000,NA,PARK AVE AND CUMBERLAND,AVE,PARK AVE AND CUMBERLAND AVE,PARK AVE AND CUMBERLAND AVE,PARK AVE AND CUMBERLAND AVE
15001,250,GOLD,ST,250 GOLD ST,250 GOLD ST,250 GOLD ST
15002,NA,MYRTLE AVE AND ADELPHI,AVE,MYRTLE AVE AND ADELPHI AVE,MYRTLE AVE AND ADELPHI AVE,MYRTLE AVE AND ADELPHI AVE
15003,NA,PEARL AND WILLOUGHBY,ST,PEARL AND WILLOUGHBY ST,PEARL AND WILLOUGHBY ST,PEARL AND WILLOUGHBY ST
15004,93,WASHINGTON,ST,93 WASHINGTON ST,93 WASHINGTON ST,93 WASHINGTON ST
15005,84,CLINTON,ST,84 CLINTON ST,84 CLINTON ST,84 CLINTON ST
15006,190,WASHINGTON,ST,190 WASHINGTON ST,190 WASHINGTON ST,190 WASHINGTON ST
15007,77,HICKS,ST,77 HICKS ST,77 HICKS ST,77 HICKS ST
15008,33,STATE,ST,33 STATE ST,33 STATE ST,33 STATE ST
15009,210,GOLD,ST,210 GOLD ST,210 GOLD ST,210 GOLD ST
15010,191,FULTON,ST,191 FULTON ST,191 FULTON ST,191 FULTON ST
15011,103,NAVY,ST,103 NAVY ST,103 NAVY ST,103 NAVY ST
15012,182,FULTON,ST,182 FULTON ST,182 FULTON ST,182 FULTON ST
15013,NA,STEWART AND YORK,ST,STEWART AND YORK ST,STEWART AND YORK ST,STEWART AND YORK ST
15014,NA,WASHINGTON AND FULTON AVE,AVE,WASHINGTON AND FULTON AVE,WASHINGTON AND FULTON AVE,WASHINGTON AND FULTON AVE
15015,26,STANTON,ST,26 STANTON ST,26 STANTON ST,26 STANTON ST
15016,67,FULTON,ST,67 FULTON ST,67 FULTON ST,67 FULTON ST
15017,NA,SACKETT,ST,SACKETT ST,SACKETT ST,SACKETT ST
15018,90,PEARL,ST,90 PEARL ST,90 PEARL ST,90 PEARL ST
15019,NA,MYRTLE AVE AND BRG,AVE,MYRTLE AVE AND BRG AVE,MYRTLE AVE AND BRG AVE,MYRTLE AVE AND BRG AVE
15020,131,COLUMBIA,ST,131 COLUMBIA ST,131 COLUMBIA ST,131 COLUMBIA ST
15021,31,PIERREPONT,PIER,31 PIERREPONT PIER,31 PIERREPONT PIER,31 PIERREPONT PIER
15022,NA,MYRTLE AND FLUSHING AVE,AVE,MYRTLE AND FLUSHING AVE,MYRTLE AND FLUSHING AVE,MYRTLE AND FLUSHING AVE
15023,3,HAMILTON AVE,AVE,3 HAMILTON AVE,3 HAMILTON AVE,3 HAMILTON AVE
15024,133,COLUMBIA,ST,133 COLUMBIA ST,133 COLUMBIA ST,133 COLUMBIA ST
