Full Address,H Status-flag,H Address,H House Number,H Street Name,H City,Address 2,Address 2 House Number,Address 2 Street Name,Address 2 City,new h address-flag,new h house number,new h street name,new h city,new h county,unidentified h info,new h street 1,new h street 2,new h street type,h house number modifier,new address2 house number,new address2 street name,new address2 street 1,new address2 street 2,new address2 street type,new address2 city,new address2 county,unidentified address2 info,address2 house number modifier
305 Pearl N Y h 34 Willoughby,Assume,305 PEARL N Y H 34 WILLOUGHBY,305,PEARL N Y H 34 WILLOUGHBY,,,,,,h in between,34,WILLOUGHBY,,,H,,,,,305,PEARL,,,,,,N Y,
1 Tillary h 70 Prince,Assume,1 TILLARY H 70 PRINCE,1,TILLARY H 70 PRINCE,,,,,,h in between,70,PRINCE,,,H,,,,,1,TILLARY,,,,,,,
101 Broad st N Y h 112 Smith,Assume,101 BROAD ST N Y H 112 SMITH,101,BROAD ST N Y H 112 SMITH,,,,,,h in between,112,SMITH,,,H,,,,,101,BROAD,,,,,,ST N Y,
77 Sands c Jay h 55 Willow,Assume,77 SANDS C JAY H 55 WILLOW,77,SANDS C JAY H 55 WILLOW,,,,,,h in between,55,WILLOW,,,H,,,,,77,SANDS,,,,,,C JAY,
Freeman buildings 291 Fulton h 59 Johnson,Assume,FREEMAN BUILDINGS 291 FULTON H 59 JOHNSON,,,FREEMAN BUILDINGS 291 FULTON H 59 JOHNSON,,,,,h in between,59,JOHNSON,,,H,,,,,,FREEMAN,,,,,FULTON,BUILDINGS 291,
81 Dey st N Y h 92 Duffield,Assume,81 DEY ST N Y H 92 DUFFIELD,81,DEY ST N Y H 92 DUFFIELD,,,,,,h in between,92,DUFFIELD,,,H,,,,,81,DEY,,,,,,ST N Y,
N Y h 4 Remsen,Assume,N Y H 4 REMSEN,,,N Y H 4 REMSEN,,,,,h in between,4,REMSEN,,,H,,,,,,,,,,,,N Y,
N Y h 88 Willoughby,Assume,N Y H 88 WILLOUGHBY,,,N Y H 88 WILLOUGHBY,,,,,h in between,88,WILLOUGHBY,,,H,,,,,,,,,,,,N Y,
71 Exchange pl N Y h 17 Sackett,Assume,71 EXCHANGE PL N Y H 17 SACKETT,71,EXCHANGE PL N Y H 17 SACKETT,,,,,,h in between,17,SACKETT,,,H,,,,,71,EXCHANGE PL,,,,,,N Y,
245 Pearl N Y h 276 Pearl,Assume,245 PEARL N Y H 276 PEARL,245,PEARL N Y H 276 PEARL,,,,,,h in between,276,PEARL,,,H,,,,,245,PEARL,,,,,,N Y,
162 Fulton h 140 High,Assume,162 FULTON H 140 HIGH,162,FULTON H 140 HIGH,,,,,,h in between,140,HIGH,,,H,,,,,162,FULTON,,,,,,,
162 Fulton 244 Bridge c Johnson h,Assume,162 FULTON 244 BRIDGE C JOHNSON H,162,FULTON 244 BRIDGE C JOHNSON H,,,,,,h in between,,,,,H,,,,,162,JOHNSON,,,,,FULTON,244 BRIDGE C,
203 Jay h 91 Tillary,Assume,203 JAY H 91 TILLARY,203,JAY H 91 TILLARY,,,,,,h in between,91,TILLARY,,,H,,,,,203,JAY,,,,,,,
277 Fulton junc Washington h Flatbush,Assume,277 FULTON JUNC WASHINGTON H FLATBUSH,277,FULTON JUNC WASHINGTON H FLATBUSH,,,,,,h in between,,,FLATBUSH,,H,,,,,277,WASHINGTON,,,,,FULTON,JUNC,
105 and 107 Court h north c Court and Baltic,Assume,105 AND 107 COURT H NORTH C COURT AND BALTIC,105,AND 107 COURT H NORTH C COURT AND BALTIC,,,,,,h in between,,BALTIC,,,NORTC COURT AND,,,,,105,107,,,,,,AND  COURT,
132 and 134 Fulton c Middagh h IDS Fulton,Assume,132 AND 134 FULTON C MIDDAGH H IDS FULTON,132,AND 134 FULTON C MIDDAGH H IDS FULTON,,,,,,h in between,,FULTON,,,IDS,,,,,132,MIDDAGH,,,,,FULTON,AND 134  C,
N Y h 73 Henry,Assume,N Y H 73 HENRY,,,N Y H 73 HENRY,,,,,h in between,73,HENRY,,,H,,,,,,,,,,,,N Y,
N Y h 158 Atlantic,Assume,N Y H 158 ATLANTIC,,,N Y H 158 ATLANTIC,,,,,h in between,158,ATLANTIC,,,H,,,,,,,,,,,,N Y,
N Y h 160 Nassau,Assume,N Y H 160 NASSAU,,,N Y H 160 NASSAU,,,,,h in between,160,NASSAU,,,H,,,,,,,,,,,,N Y,
attorney and commissioner of deeds 3 Front h 105 Pineapple,Assume,ATTORNEY AND COMMISSIONER OF DEEDS 3 FRONT H 105 PINEAPPLE,,,ATTORNEY AND COMMISSIONER OF DEEDS 3 FRONT H 105 PINEAPPLE,,,,,h in between,105,PINEAPPLE,,,H,,,,,,ATTORNEY,,,,,,AND COMMISSIONER OF DEEDS 3 FRONT,
Fulton c Orange h 112 Johnson,Assume,FULTON C ORANGE H 112 JOHNSON,,,FULTON C ORANGE H 112 JOHNSON,,,,,h in between,112,JOHNSON,,,H,,,,,,FULTON,,,,,ORANGE,C,
N Y h 95 Degraw,Assume,N Y H 95 DEGRAW,,,N Y H 95 DEGRAW,,,,,h in between,95,DEGRAW,,,H,,,,,,,,,,,,N Y,
31 Fulton h 3 Hanover' place n Fulton av,Assume,31 FULTON H 3 HANOVER' PLACE N FULTON AV,31,FULTON H 3 HANOVER' PLACE N FULTON AV,,,,,,h in between,3,HANOVER,,FULTON,' PLACE N  AV,,,,,31,FULTON,,,,,,,
246.5 Front N Y h 128 Prospect,Assume,246.5 FRONT N Y H 128 PROSPECT,,,246.5 FRONT N Y H 128 PROSPECT,,,,,h in between,128,PROSPECT,,,H,,,,,246,FRONT,,,,,,N Y,246.5
25 Fulton h 208 Washington,Assume,25 FULTON H 208 WASHINGTON,25,FULTON H 208 WASHINGTON,,,,,,h in between,208,WASHINGTON,,,H,,,,,25,FULTON,,,,,,,
23 Fulton h 165 Washington stN Y,Assume,23 FULTON H 165 WASHINGTON STN Y,23,FULTON H 165 WASHINGTON STN Y,,,,,,h in between,165,WASHINGTON,,,STN Y,,,,,23,FULTON,,,,,,,
wire manufÃ¢ÂÂr 110 John N Y h 58 Baltic,Assume,WIRE MANUFÃÂÂR 110 JOHN N Y H 58 BALTIC,,,WIRE MANUFÃ¢ÂÂR 110 JOHN N Y H 58 BALTIC,,,,,h in between,58,BALTIC,,,H,,,,,,JOHN,,,,,,WIRE MANUFÃÂÂR 110  N Y,
produce mer. South stN Y h 108 Jay,Assume,PRODUCE MER. SOUTH STN Y H 108 JAY,,,PRODUCE MER. SOUTH STN Y H 108 JAY,,,,,h in between,108,JAY,,,H,,,,,,,,,,,,PRODUCE MER. SOUTH STN Y,
24 Cedar N Y h 3S Sydney pl,Assume,24 CEDAR N Y H 3S SYDNEY PL,24,CEDAR N Y H 3S SYDNEY PL,,,,,,h in between,,3,,,S SYDNEY PL,,,,,24,CEDAR,,,,,,N Y,
Henry c Pineapple h 139 Atlantic,Assume,HENRY C PINEAPPLE H 139 ATLANTIC,,,HENRY C PINEAPPLE H 139 ATLANTIC,,,,,h in between,139,ATLANTIC,,,H,,,,,,PINEAPPLE,,,,,,HENRY C,
N Y h 86 Pineapple,Assume,N Y H 86 PINEAPPLE,,,N Y H 86 PINEAPPLE,,,,,h in between,86,PINEAPPLE,,,H,,,,,,,,,,,,N Y,
Front b Bridge and Gold h 105 Johnson,Assume,FRONT B BRIDGE AND GOLD H 105 JOHNSON,,,FRONT B BRIDGE AND GOLD H 105 JOHNSON,,,,,h in between,105,JOHNSON,,,H,,,,,,RIDGE,,,,,,FRONT B B AND GOLD,
N V h Livingston c Nevins,Assume,N V H LIVINGSTON C NEVINS,,,N V H LIVINGSTON C NEVINS,,,,,h in between,,LIVINGSTON,,,C NEVINS,,,,,,,,,,,,N V,
28 Platt N Y h 108 Degraw,Assume,28 PLATT N Y H 108 DEGRAW,28,PLATT N Y H 108 DEGRAW,,,,,,h in between,108,DEGRAW,,,H,,,,,28,PLATT,,,,,,N Y,
219 Front N Y h Liviug-,Assume,219 FRONT N Y H LIVIUG,219,FRONT N Y H LIVIUG-,,,,,,h in between,,,,,LIVIUG,,,,,219,FRONT,,,,,,N Y,
City Hall h 185 Adams,Assume,CITY HALL H 185 ADAMS,,,CITY HALL H 185 ADAMS,,,,,h in between,185,ADAMS,,,H,,,,,,HALL,,,,,,CITY,
23 Brooklyn market h 114 Jay,Assume,23 BROOKLYN MARKET H 114 JAY,23,MARKET H 114 JAY,BROOKLYN,,,,,h in between,114,JAY,,,H,,,,,23,MARKET,,,,BROOKLYN,,,
Bridge c Plymouth h 3 Monroe pl,Assume,BRIDGE C PLYMOUTH H 3 MONROE PL,,,BRIDGE C PLYMOUTH H 3 MONROE PL,,,,,h in between,3,MONROE PL,,,H,,,,,,PLYMOUTH,,,,,,BRIDGE C,
"lumber yard foot of , Bridge h 40 Prospect",Assume,"LUMBER YARD FOOT OF , BRIDGE H 40 PROSPECT",,,"LUMBER YARD FOOT OF , BRIDGE H 40 PROSPECT",,,,,h in between,40,PROSPECT,,,H,,,,,,RIDGE,,,,,,"LUMBER YARD FOOT OF , B",
Livingston n Hoyt h Schermerhorn n Bond,Assume,LIVINGSTON N HOYT H SCHERMERHORN N BOND,,,LIVINGSTON N HOYT H SCHERMERHORN N BOND,,,,,h in between,,SCHERMERHORN,,,N BOND,,,,,,LIVINGSTON,,,,,,N HOYT,
N Y h 17 Willoughby,Assume,N Y H 17 WILLOUGHBY,,,N Y H 17 WILLOUGHBY,,,,,h in between,17,WILLOUGHBY,,,H,,,,,,,,,,,,N Y,
Park h Kent av,Assume,PARK H KENT AV,,,PARK H KENT AV,,,,,h in between,,KENT,,,AV,,,,,,PARK,,,,,,,
Insurance Co NY' h SO Orange,Assume,INSURANCE CO NY' H SO ORANGE,,,INSURANCE CO NY' H SO ORANGE,,,,,h in between,,ORANGE,,,SO,,,,,,,,,,NY,,INSURANCE CO ',
70 Fulton h 75 Poplar,Assume,70 FULTON H 75 POPLAR,70,FULTON H 75 POPLAR,,,,,,h in between,75,POPLAR,,,H,,,,,70,FULTON,,,,,,,
71 Fulton h 20 Prospect,Assume,71 FULTON H 20 PROSPECT,71,FULTON H 20 PROSPECT,,,,,,h in between,20,PROSPECT,,,H,,,,,71,FULTON,,,,,,,
108 West st N Y h 17 Strong,Assume,108 WEST ST N Y H 17 STRONG,108,WEST ST N Y H 17 STRONG,,,,,,h in between,,17,,,STRONG,,,,,,108,,,,,,WEST ST N Y,
"10-1 Myrtle av c Duffield m'William , marketmail NY h 124 Duffield nMyrtlcav",Assume,"101 MYRTLE AV C DUFFIELD M'WILLIAM , MARKETMAIL NY H 124 DUFFIELD NMYRTLCAV",,,"10-1 MYRTLE AV C DUFFIELD M'WILLIAM , MARKETMAIL NY H 124 DUFFIELD NMYRTLCAV",,,,,h in between,124,DUFFIELD,,,NMYRTLCAV,,,,,101,DUFFIELD,,,,NY,,"MYRTLE AV C  M'WILLIAM , MARKETMAIL",
8 Fulton N Y h 83 Hicks,Assume,8 FULTON N Y H 83 HICKS,8,FULTON N Y H 83 HICKS,,,,,,h in between,83,HICKS,,,H,,,,,8,FULTON,,,,,,N Y,
29 Liberty and 24 Maiden lane N Y h 87 State,Assume,29 LIBERTY AND 24 MAIDEN LANE N Y H 87 STATE,29,LIBERTY AND 24 MAIDEN LANE N Y H 87 STATE,,,,,,h in between,87,STATE,,,H,,,,,29,MAIDEN LA,,,,,,LIBERTY AND 24 NE N Y,
mer. N Y h 184 Henry,Assume,MER. N Y H 184 HENRY,,,MER. N Y H 184 HENRY,,,,,h in between,184,HENRY,,,H,,,,,,,,,,,,MER. N Y,
N Yr h 184 Henry,Assume,N YR H 184 HENRY,,,N YR H 184 HENRY,,,,,h in between,184,HENRY,,,H,,,,,,,,,,,,N YR,
tner. N Y h 46 Remsen,Assume,TNER. N Y H 46 REMSEN,,,TNER. N Y H 46 REMSEN,,,,,h in between,46,REMSEN,,,H,,,,,,,,,,,,TNER. N Y,
N Y h 71 Sands,Assume,N Y H 71 SANDS,,,N Y H 71 SANDS,,,,,h in between,71,SANDS,,,H,,,,,,,,,,,,N Y,
16 Cortlandt N Y h 37 Nassau,Assume,16 CORTLANDT N Y H 37 NASSAU,16,CORTLANDT N Y H 37 NASSAU,,,,,,h in between,37,NASSAU,,,H,,,,,16,CORTLANDT,,,,,,N Y,
N Y h Remsen n Clinton,Assume,N Y H REMSEN N CLINTON,,,N Y H REMSEN N CLINTON,,,,,h in between,,CLINTON,,,REMSEN N,,,,,,,,,,,,N Y,
175 Water NY h Lawrencen Willoughby,Assume,175 WATER NY H LAWRENCEN WILLOUGHBY,175,WATER NY H LAWRENCEN WILLOUGHBY,,,,,,h in between,,WILLOUGHBY,,,LAWRENCEN,,,,,175,WATER,,,,NY,,,
45 Cedar N Y h 12 Sydney place,Assume,45 CEDAR N Y H 12 SYDNEY PLACE,45,CEDAR N Y H 12 SYDNEY PLACE,,,,,,h in between,,12,,,SYDNEY PLACE,,,,,45,CEDAR,,,,,,N Y,
52 Main c Front h 73 Poplar,Assume,52 MAIN C FRONT H 73 POPLAR,52,MAIN C FRONT H 73 POPLAR,,,,,,h in between,73,POPLAR,,,H,,,,,52,FRONT,,,,,,MAIN C,
45 Fulton h Mansion House,Assume,45 FULTON H MANSION HOUSE,45,FULTON H MANSION HOUSE,,,,,,h in between,,,,,MANSION HOUSE,,,,,45,FULTON,,,,,,,
142 Broadway N Y h 71 State,Assume,142 BROADWAY N Y H 71 STATE,142,BROADWAY N Y H 71 STATE,,,,,,h in between,71,STATE,,,H,,,,,142,BROADWAY,,,,,,N Y,
97 Fulton alderman 4th ward) h 52 Sands,Assume,97 FULTON ALDERMAN 4TH WARD) H 52 SANDS,97,FULTON ALDERMAN 4TH WARD) H 52 SANDS,,,,,,h in between,52,SANDS,,,H,,,,,97,FULTON,,,,ERMA,,ALDN 4TH WARD),
Columbian iron foundry 15 Adams h 85 Gold,Assume,COLUMBIAN IRON FOUNDRY 15 ADAMS H 85 GOLD,,,COLUMBIAN IRON FOUNDRY 15 ADAMS H 85 GOLD,,,,,h in between,85,GOLD,,,H,,,,,,COLUMBIA,,,,,,N IRON FOUNDRY 15 ADAMS,
N Y h 45 Willoughby,Assume,N Y H 45 WILLOUGHBY,,,N Y H 45 WILLOUGHBY,,,,,h in between,45,WILLOUGHBY,,,H,,,,,,,,,,,,N Y,
N Y h 59 Willow assessor 3d ward) 9S Middagh,Assume,N Y H 59 WILLOW ASSESSOR 3D WARD) 9S MIDDAGH,,,N Y H 59 WILLOW ASSESSOR 3D WARD) 9S MIDDAGH,,,,,h in between,59,MIDDAGH,,,WILLOW ASSESSOR 3D WARD) 9S,,,,,,,,,,,,N Y,
"shoemaker and keeper of , Penny bridge h Bridge road n the bridge",Assume,"SHOEMAKER AND KEEPER OF , PENNY BRIDGE H BRIDGE ROAD N THE BRIDGE",,,"SHOEMAKER AND KEEPER OF , PENNY BRIDGE H BRIDGE ROAD N THE BRIDGE",,,,,h in between,,RIDGE,,,B ROAD N THE B,,,,,,RIDGE,,,,NY,,"SHOEMAKER AND KEEPER OF , PEN B",
6 Wall st N Y h 73 Baltic BROOKLYN DIEEC TORY. 355,Assume,6 WALL ST N Y H 73 BALTIC BROOKLYN DIEEC TORY. 355,6,WALL ST N Y H 73 BALTIC BROOKLYN DIEEC TORY. 355,,,,,,h in between,73,BALTIC,BROOKLYN,,DIEEC TORY. 355,,,,,6,WALL,,,,,,ST N Y,
1st Universalist Church h 9 Willoughby,Assume,1ST UNIVERSALIST CHURCH H 9 WILLOUGHBY,,,1ST UNIVERSALIST CHURCH H 9 WILLOUGHBY,,,,,h in between,9,WILLOUGHBY,,,H,,,,,,CHURCH,,,,,,1ST UNIVERSALIST,
N Y h 54 State n Hicks,Assume,N Y H 54 STATE N HICKS,,,N Y H 54 STATE N HICKS,,,,,h in between,54,STATE,,,N HICKS,,,,,,,,,,,,N Y,
N Y h 95 Willoughby,Assume,N Y H 95 WILLOUGHBY,,,N Y H 95 WILLOUGHBY,,,,,h in between,95,WILLOUGHBY,,,H,,,,,,,,,,,,N Y,
N Y h 115 Hicks,Assume,N Y H 115 HICKS,,,N Y H 115 HICKS,,,,,h in between,115,HICKS,,,H,,,,,,,,,,,,N Y,
attorney and commissioner of deeds county clerkÃ¢ÂÂs office city hall h 252 Bridge,Assume,ATTORNEY AND COMMISSIONER OF DEEDS COUNTY CLERKÃÂÂS OFFICE CITY HALL H 252 BRIDGE,,,ATTORNEY AND COMMISSIONER OF DEEDS COUNTY CLERKÃ¢ÂÂS OFFICE CITY HALL H 252 BRIDGE,,,,,h in between,252,RIDGE,,,B,,,,,,ATTORNEY,,,,,,AND COMMISSIONER OF DEEDS COUNTY CLERKÃÂÂS OFFICE CITY HALL,
7 Water N Y h 40 Sydney p]ace,Assume,7 WATER N Y H 40 SYDNEY P]ACE,7,WATER N Y H 40 SYDNEY P]ACE,,,,,,h in between,,40,,,SYDNEY P]ACE,,,,,7,WATER,,,,,,N Y,
109 YVater N Y h Johnson c Lawrence,Assume,109 YVATER N Y H JOHNSON C LAWRENCE,109,YVATER N Y H JOHNSON C LAWRENCE,,,,,,h in between,,LAWRENCE,,,JOHNSON C,,,,,,109,,,,,,YVATER N Y,
N Y h 263 Washington,Assume,N Y H 263 WASHINGTON,,,N Y H 263 WASHINGTON,,,,,h in between,263,WASHINGTON,,,H,,,,,,,,,,,,N Y,
N Y h 50 Atlantic,Assume,N Y H 50 ATLANTIC,,,N Y H 50 ATLANTIC,,,,,h in between,50,ATLANTIC,,,H,,,,,,,,,,,,N Y,
84 Maiden lane N Y h 57 Baltic,Assume,84 MAIDEN LANE N Y H 57 BALTIC,84,MAIDEN LANE N Y H 57 BALTIC,,,,,,h in between,57,BALTIC,,,H,,,,,84,MAIDEN LA,,,,,,NE N Y,
"commissioner ot deeds for this and the several States , and notary , S Montague Hall h 7 Vine",Assume,"COMMISSIONER OT DEEDS FOR THIS AND THE SEVERAL STATES , AND NOTARY , S MONTAGUE HALL H 7 VINE",,,"COMMISSIONER OT DEEDS FOR THIS AND THE SEVERAL STATES , AND NOTARY , S MONTAGUE HALL H 7 VINE",,,,,h in between,7,VINE,,,H,,,,,,MONTAGUE,,,,,,"COMMISSIONER OT DEEDS FOR THIS AND THE SEVERAL STATES , AND NOTARY , S  HALL",
115 Wall N Y h 7 Vine,Assume,115 WALL N Y H 7 VINE,115,WALL N Y H 7 VINE,,,,,,h in between,7,VINE,,,H,,,,,115,WALL,,,,,,N Y,
5 JonesÃ¢ÂÂ lane N Y h 45 Sands,Assume,5 JONESÃÂÂ LANE N Y H 45 SANDS,5,JONESÃ¢ÂÂ LANE N Y H 45 SANDS,,,,,,h in between,45,SANDS,,,H,,,,,5,JONES,,,,,,ÃÂÂ LANE N Y,
"Equitable Ins Co , N Y h 40 Willow",Assume,"EQUITABLE INS CO , N Y H 40 WILLOW",,,"EQUITABLE INS CO , N Y H 40 WILLOW",,,,,h in between,40,WILLOW,,,H,,,,,,,,,,,,"EQUITABLE INS CO , N Y",
Furman n Everitt h 43 Sauds,Assume,FURMAN N EVERITT H 43 SAUDS,,,FURMAN N EVERITT H 43 SAUDS,,,,,h in between,,43,,,SAUDS,,,,,,EVERITT,,,,,,FURMAN N,
hardware mer. N Y h Washington n Jamaica av,Assume,HARDWARE MER. N Y H WASHINGTON N JAMAICA AV,,,HARDWARE MER. N Y H WASHINGTON N JAMAICA AV,,,,,h in between,,WASHINGTON,JAMAICA,,N  AV,,,,,,,,,,,,HARDWARE MER. N Y,
Atlantic n Smith and Court op Baltic h 36 Butler n Smith,Assume,ATLANTIC N SMITH AND COURT OP BALTIC H 36 BUTLER N SMITH,,,ATLANTIC N SMITH AND COURT OP BALTIC H 36 BUTLER N SMITH,,,,,h in between,36,BUTLER,,,N SMITH,,,,,,ATLANTIC,,,,,,N SMITH AND COURT OP BALTIC,
Atlantic n Smith h 36 Butler,Assume,ATLANTIC N SMITH H 36 BUTLER,,,ATLANTIC N SMITH H 36 BUTLER,,,,,h in between,36,BUTLER,,,H,,,,,,ATLANTIC,,,,,,N SMITH,
jeweller 127 Atlantic h 125,Assume,JEWELLER 127 ATLANTIC H 125,127,ATLANTIC H 125,,,,,,h in between,,125,,,H,,,,,127,ATLANTIC,,,,,,JEWELLER,
Columbia n Fulton h 128 Myrtle ax,Assume,COLUMBIA N FULTON H 128 MYRTLE AX,,,COLUMBIA N FULTON H 128 MYRTLE AX,,,,,h in between,,128,,,MYRTLE AX,,,,,,COLUMBIA,,,,,FULTON,N,
N Y h 50 Sande,Assume,N Y H 50 SANDE,,,N Y H 50 SANDE,,,,,h in between,50,SAND,,,E,,,,,,,,,,,,N Y,
N Y h 225 Hicks,Assume,N Y H 225 HICKS,,,N Y H 225 HICKS,,,,,h in between,225,HICKS,,,H,,,,,,,,,,,,N Y,
145 Fulton h Kent n Myrtle av,Assume,145 FULTON H KENT N MYRTLE AV,145,FULTON H KENT N MYRTLE AV,,,,,,h in between,,KENT,,,N MYRTLE AV,,,,,145,FULTON,,,,,,,
111 Pear] h 129 Sands,Assume,111 PEAR] H 129 SANDS,111,PEAR] H 129 SANDS,,,,,,h in between,129,SANDS,,,H,,,,,111,PEAR,,,,,,],
4 JoneÃ¢ÂÂs lane N Y h 23 Front BROOKLYN DIRECTORF.,Assume,4 JONEÃÂÂS LANE N Y H 23 FRONT BROOKLYN DIRECTORF.,4,JONEÃ¢ÂÂS LANE N Y H 23 FRONT BROOKLYN DIRECTORF.,,,,,,h in between,23,RECTOR,BROOKLYN,,FRONT  DIF.,,,,,,4,,,,,,JONEÃÂÂS LANE N Y,
"auctioneer and notary public , 8S Fulton h 83 Poplar",Assume,"AUCTIONEER AND NOTARY PUBLIC , 8S FULTON H 83 POPLAR",,,"AUCTIONEER AND NOTARY PUBLIC , 8S FULTON H 83 POPLAR",,,,,h in between,83,POPLAR,,,H,,,,,,FULTON,,,,,,"AUCTIONEER AND NOTARY PUBLIC , 8S",
247 Broadway N Y h 130 Hicks,Assume,247 BROADWAY N Y H 130 HICKS,247,BROADWAY N Y H 130 HICKS,,,,,,h in between,130,HICKS,,,H,,,,,247,BROADWAY,,,,,,N Y,
N Y h 58 Livingston,Assume,N Y H 58 LIVINGSTON,,,N Y H 58 LIVINGSTON,,,,,h in between,58,LIVINGSTON,,,H,,,,,,,,,,,,N Y,
79 Maiden lane N Y h 8 Remsen,Assume,79 MAIDEN LANE N Y H 8 REMSEN,79,MAIDEN LANE N Y H 8 REMSEN,,,,,,h in between,8,REMSEN,,,H,,,,,79,MAIDEN LA,,,,,,NE N Y,
60 Broad N Y h 30 Livingston,Assume,60 BROAD N Y H 30 LIVINGSTON,60,BROAD N Y H 30 LIVINGSTON,,,,,,h in between,30,LIVINGSTON,,,H,,,,,60,BROAD,,,,,,N Y,
Brooklyn market h 73 Sands,Assume,BROOKLYN MARKET H 73 SANDS,,,BROOKLYN MARKET H 73 SANDS,,,,,h in between,73,SANDS,,,H,,,,,,MARKET,,,,BROOKLYN,,,
Furman n Fulton h 66 Hicks,Assume,FURMAN N FULTON H 66 HICKS,,,FURMAN N FULTON H 66 HICKS,,,,,h in between,66,HICKS,,,H,,,,,,FULTON,,,,,,FURMAN N,
Furman n Fulton h 129 Pearl,Assume,FURMAN N FULTON H 129 PEARL,,,FURMAN N FULTON H 129 PEARL,,,,,h in between,129,PEARL,,,H,,,,,,FULTON,,,,,,FURMAN N,
124 Maiden lane N Y h 90 State,Assume,124 MAIDEN LANE N Y H 90 STATE,124,MAIDEN LANE N Y H 90 STATE,,,,,,h in between,90,STATE,,,H,,,,,124,MAIDEN LA,,,,,,NE N Y,
124 Maiden lane NY h 34 Monroe pl,Assume,124 MAIDEN LANE NY H 34 MONROE PL,124,MAIDEN LANE NY H 34 MONROE PL,,,,,,h in between,34,MONROE PL,,,H,,,,,124,MAIDEN LA,,,,NY,,NE,
paper mer. S4 Maiden lane N Y h 26 Front,Assume,PAPER MER. S4 MAIDEN LANE N Y H 26 FRONT,,,PAPER MER. S4 MAIDEN LANE N Y H 26 FRONT,,,,,h in between,26,FRONT,,,H,,,,,,MAIDEN LA,,,,,,PAPER MER. S4 NE N Y,
atlÃ¢ÂÂy 299 Fulton h Classon av c Hickory st,Assume,ATLÃÂÂY 299 FULTON H CLASSON AV C HICKORY ST,299,FULTON H CLASSON AV C HICKORY ST,,,,,,h in between,,HICKORY,,,CLASSON AV C  ST,,,,,299,FULTON,,,,,,ATLÃÂÂY,
92 Maiden lane N Yr h 90 Clinton,Assume,92 MAIDEN LANE N YR H 90 CLINTON,92,MAIDEN LANE N YR H 90 CLINTON,,,,,,h in between,90,CLINTON,,,H,,,,,92,MAIDEN LA,,,,,,NE N YR,
2 High h 67 Main,Assume,2 HIGH H 67 MAIN,2,HIGH H 67 MAIN,,,,,,h in between,67,MAIN,,,H,,,,,2,HIGH,,,,,,,
2 Ferry N Y h 75 Nassau,Assume,2 FERRY N Y H 75 NASSAU,2,FERRY N Y H 75 NASSAU,,,,,,h in between,75,NASSAU,,,H,,,,,2,FERRY,,,,,,N Y,
115 Broadway N Yr h 64 Harrison,Assume,115 BROADWAY N YR H 64 HARRISON,115,BROADWAY N YR H 64 HARRISON,,,,,,h in between,,64,HARRIS,,ON,,,,,115,BROADWAY,,,,,,N YR,
"attorney at law , N Y h 74 Clinton",Assume,"ATTORNEY AT LAW , N Y H 74 CLINTON",,,"ATTORNEY AT LAW , N Y H 74 CLINTON",,,,,h in between,74,CLINTON,,,H,,,,,,ATTORNEY,,,,,,"AT LAW , N Y",
277 Pearl NY h 60 Tillary,Assume,277 PEARL NY H 60 TILLARY,277,PEARL NY H 60 TILLARY,,,,,,h in between,60,TILLARY,,,H,,,,,277,PEARL,,,,NY,,,
166 & 168 Fulton h 150 Prospect,Assume,166 & 168 FULTON H 150 PROSPECT,166,& 168 FULTON H 150 PROSPECT,,,,,,h in between,150,PROSPECT,,,H,,,,,166,FULTON,,,,,,& 168,
merchant 135 Front N Y h 111 Smith,Assume,MERCHANT 135 FRONT N Y H 111 SMITH,135,FRONT N Y H 111 SMITH,,,,,,h in between,111,SMITH,,,H,,,,,135,FRONT,,,,,,MERCHANT   N Y,
9 Thames N Y h 20 Sackett,Assume,9 THAMES N Y H 20 SACKETT,9,THAMES N Y H 20 SACKETT,,,,,,h in between,20,SACKETT,,,H,,,,,9,THAMES,,,,,,N Y,
H 6 Gold,Assume,H 6 GOLD,6,GOLD,,,,,,start with h,6,GOLD,,,H,,,,,,,,,,,,,
50 Christie st N Y h 185 Bridge,Assume,50 CHRISTIE ST N Y H 185 BRIDGE,50,CHRISTIE ST N Y H 185 BRIDGE,,,,,,h in between,185,RIDGE,,,B,,,,,50,CHRISTIE,,,,,,ST N Y,
merchÃ¢ÂÂt tailor 64 Fulton h 5 Hicks c Fulton,Assume,MERCHÃÂÂT TAILOR 64 FULTON H 5 HICKS C FULTON,,,MERCHÃ¢ÂÂT TAILOR 64 FULTON H 5 HICKS C FULTON,,,,,h in between,5,FULTON,,,HICKS C,,,,,,FULTON,,,,,,MERCHÃÂÂT TAILOR 64,
130 Adams h 91 Fulton,Assume,130 ADAMS H 91 FULTON,130,ADAMS H 91 FULTON,,,,,,h in between,91,FULTON,,,H,,,,,130,ADAMS,,,,,,,
128 Atlantic h 150,Assume,128 ATLANTIC H 150,128,ATLANTIC H 150,,,,,,h in between,,150,,,H,,,,,128,ATLANTIC,,,,,,,
N Y h 2'J.1 Washington,Assume,N Y H 2'J.1 WASHINGTON,,,N Y H 2'J.1 WASHINGTON,,,,,h in between,,WASHINGTON,,,2'J.1,,,,,,,,,,,,N Y,
N Y h 118 Willow,Assume,N Y H 118 WILLOW,,,N Y H 118 WILLOW,,,,,h in between,118,WILLOW,,,H,,,,,,,,,,,,N Y,
