,hn_1,best_match
66948,266.0,WILLIAM
66949,162.0,WAVERLEY PL
66950,294.0,DIVISION
66951,68.0,E 16
66952,315.0,PEARL
66953,,RAVENSWOOD
66954,369.0,HUDSON
66955,8.0,DEPEYSTER
66956,280.0,W 22D
66957,315.0,PEARL
66958,120.0,LEWIS
66959,143.0,MULBERRY
66960,126.0,
66961,91.0,HESTER
66962,264.0,JAY
66963,126.0,MADISON
66964,415.0,HUDSON
66965,97.0,TROY
66966,559.0,WASHINGTON
66967,739.0,HOUSTON
66968,93.0,KING
66969,,REFUSD
66970,83.0,WARREN
66971,209.0,THOMPSON
66972,98.0,DUANE
66973,223.0,W 24
66974,223.0,W 24
66975,2.0,CATHARINE LN
66976,31.0,NORTH MOORE
66977,139.0,DUANE
66978,,W 29 & AVE 9
66979,,
66980,416.0,BR ME
66981,312.0,RIVINGTON
66982,219.0,MADSZ
66983,279.0,7
66984,414.0,BROADWAY
66985,194.0,W 18
66986,66.0,AVE D
66987,33.0,HUBERT
66988,,
66989,209.0,MADISN
66990,268.0,MONROE
66991,268.0,AVE 8
66992,95.0,ELM
66993,107.0,ELDRIDGE
66994,170.0,BROADWAY
66995,40.0,WALL
66996,165.0,HESTER
66997,268.0,AVE 8
66998,129.0,
66999,147.0,VARICK
67000,2.0,WALL
67001,68.0,BROOME
67002,109.0,BOWERY
67003,779.0,
67004,221.0,MADISON
67005,156.0,CHERRY
67006,364.0,10
67007,89.0,
67008,180.0,CHERRY
67009,,
67010,380.0,AVE 3
67011,140.0,FULTON
67012,241.0,W QIST
67013,25.0,CHESNUT
67014,88.0,CEDAR
67015,163.0,
67016,,AVE W 6C 25
67017,693.0,4
67018,83.0,AVE
67019,90.0,SHERIFF
67020,183.0,E
67021,22.0,
67022,181.0,HESTER
67023,476.0,CHERRY
67024,51.0,
67025,286.0,BLEECKER
67026,,
67027,617.0,GREENWICH AND
67028,126.0,LEROY
67029,322.0,BROOME
67030,163.0,MULBERRY
67031,246.0,5
67032,166.0,CHURCH
67033,,
67034,10.0,AVE 10 & W 25
67035,342.0,BWRY
67036,140.0,FULTON
67037,237.0,W 2IST
67038,,BKLYN
67039,,
67040,,BROOKLYN
67041,805.0,WASHINGTON
67042,28.0,JEFFERSON
67043,113.0,SUFFOLK
67044,368.0,BROOME
67045,142.0,
67046,25.0,WILLOW
67047,407.0,HUDSON
67048,,S JUDSON
67049,779.0,GREENWICH
67050,27.0,GROVE
67051,181.0,HESTER
67052,82.0,MACDOUGAL
67053,192.0,FRONT
67054,616.0,GREENWICH
67055,71.0,AVE 4
67056,51.0,BOWERY
67057,140.0,FULTON
67058,8.0,G 170 BROADWAY
67059,102.0,NASSAU
67060,52.0,BOWERY
67061,306.0,PEARL
67062,49.0,CEDAR
67063,194.0,PEARL
67064,141.0,SPRING AND 245 GREENWICH
67065,40.0,FULTON
67066,169.0,SOUTH
67067,105.0,COLUMBIA
67068,124.0,COLUMBIA
67069,330.0,WASHINGTON
67070,353.0,BROADWAY
67071,14.0,CORTLANDT
67072,79.0,CEDAR
67073,,AVE W 9C 4LST
67074,37.0,PEARL
67075,,W 31 & AVE 10
67076,82.0,FRANKFORT
67077,60.0,CCOLUMBIA
67078,77.0,CENTRE
67079,68.0,DUANE
67080,,E 28 & AVE 2
67081,159.0,FRANKLIN
67082,554.0,BROOME
67083,673.0,4
67084,97.0,MACDGL
67085,203.0,MADISON
67086,79.0,ORCHARD
67087,35.0,BROADWAY
67088,293.0,HOUSTN
67089,64.0,W WASHINGTON TON PL
67090,196.0,HAMERSLEY
67091,31.0,LUDLOW
67092,40.0,MARION
67093,673.0,4
67094,160.0,BARROW
67095,,35S 9
67096,159.0,W 28
67097,80.0,CHARLTON
67098,222.0,CANAL
67099,141.0,VARIK
67100,109.0,AVE 7
67101,308.0,MONROE
67102,312.0,RIVINGTON
67103,9.0,PITT
67104,264.0,E 13
67105,3.0,JACKSON PL
67106,581.0,BROADWAY
67107,,JERSEY CITY
67108,32.0,DELANE
67109,673.0,4
67110,3.0,MCDGL
67111,107.0,RIVINGTON
67112,112.0,DIVISION
67113,531.0,BROOME
67114,300.0,MOTT
67115,889.0,BRME BROOME
67116,118.0,NORFOLK
67117,142.0,
67118,7.0,
67119,91.0,NORFOLK
67120,656.0,4
67121,68.0,CHARLTON
67122,673.0,FONRTH
67123,118.0,MACDOU ALY
67124,,8 & AVE C
67125,277.0,DELANCEY
67126,29.0,AMITY
67127,550.0,BROOME
67128,31.0,AVE 6
67129,310.0,AVE 8 LONG IS
67130,109.0,DIVISION
67131,381.0,6
67132,61.0,AUN
67133,76.0,WALL
67134,164.0,WEST
67135,94.0,FRONT
67136,117.0,COLUMBIA
67137,,E 2LST & AVE 1
67138,30.0,WALKER
67139,23.0,BREVOORT PL
67140,,W 29 & AVE 6
67141,125.0,CEDAR
67142,34.0,SCAMMEL
67143,134.0,ALLEN
67144,72.0,KING
67145,155.0,AVE C
67146,20.0,W 17
67147,,W 29 AVE 6
67148,199.0,HENRY
67149,163.0,JAY
67150,,50E BROADWAY
67151,22.0,CHARLTON
67152,20.0,HAMERSLE
67153,46.0,S MARK PL
67154,65.0,LEWIS
67155,79.0,ALY C
67156,6.0,VANDAM
67157,89.0,WARREN
67158,14.0,ESSEX
67159,270.0,HOUSTON
67160,63.0,CHARLTON
67161,198.0,4
67162,71.0,STANTON
67163,45.0,BAYARD
67164,52.0,ROOSEVELT
67165,48.0,GOLD
67166,69.0,PITT
67167,,BROOKLYN
67168,40.0,VANDAM
67169,,NEW JERSEY
67170,,AVE A & TWELTTH
67171,162.0,12
67172,66.0,E 22D
67173,120.0,SHERIFF
67174,110.0,AVE D
67175,366.0,BOWERY
67176,98.0,NASSAU
67177,24.0,PINE
67178,311.0,BROADWAY
67179,130.0,VARICK
67180,130.0,VARICK
67181,15.0,CHESNUT
67182,333.0,BOWERY
67183,174.0,ORCHARD
67184,24.0,HOUSTON
67185,252.0,5
67186,35.0,AVE A
67187,,WILLIAMSBURG
67188,2.0,HAMMOND
67189,,WILLIAMSBURG
67190,39.0,E BROADWAY
67191,42.0,NASSAU
67192,42.0,NASSAU
67193,49.0,PITT
67194,49.0,PITT
67195,,W MSBURG
67196,16.0,GOERCK
67197,206.0,DELANCEY
67198,99.0,ALLEN
67199,100.0,JAMES
67200,276.0,AVE 3
67201,505.0,HUDSON
67202,90.0,CHURCH
67203,207.0,MULBERRY
67204,,E 29 11
67205,33.0,10
67206,480.0,BROADWAY
67207,,BROOKLYN
67208,298.0,BROADWAY
67209,76.0,READE
67210,38.0,CROSBY
67211,36.0,COMMERCE
67212,62.0,CHARLTON
67213,19.0,JONES
67214,1387.0,ELM
67215,99.0,HORATIO
67216,64.0,CROSBY
67217,361.0,BROOME
67218,327.0,RIVINGTON
67219,135.0,
67220,199.0,
67221,29.0,JANE
67222,274.0,BROOME
67223,33.0,SPRING
67224,29.0,
67225,75.0,
67226,,AVE
67227,,25
67228,402.0,8
67229,239.0,B ME
67230,149.0,VARICK
67231,,WIL
67232,49.0,
67233,2.0,
67234,7.0,CLE
67235,,
67236,51.0,BEAVER
67237,163.0,MERCER
67238,75.0,ALLENH 48
67239,98.0,CEDAR
67240,48.0,ESSEX
67241,98.0,JOHN
67242,165.0,3
67243,187.0,W 17
67244,404.0,8
67245,718.0,BROADWAY AND 88
67246,,W 16 & AVE 6
67247,131.0,W 20
67248,74.0,PITT
67249,88.0,FORSYTH
67250,27.0,CANNON
67251,588.0,HOUSTON
67252,23.0,ESSEX
67253,32.0,DIVISION
67254,32.0,
67255,105.0,BROAD
67256,42.0,WALKER
67257,2194.0,DIVI
67258,2194.0,DIVISION
67259,190.0,W 20
67260,8.0,5
67261,166.0,E 27
67262,607.0,
67263,59.0,E 14
67264,102.0,VARICK
67265,188.0,4
67266,79.0,W 17
67267,187.0,AVE G
67268,216.0,MOTT
67269,97.0,AVE 7
67270,129.0,ORCHARD
67271,159.0,CHURCH
67272,224.0,W 26
67273,286.0,WALKER
67274,118.0,NORFOLK
67275,212.0,CHERRY
67276,141.0,W 21
67277,139.0,ATTORNEY
67278,206.0,W 20
67279,329.0,AVE 84 DOORS
67280,,26
67281,290.0,W 18
67282,84.0,WATTS
67283,67.0,FULTON
67284,226.0,CHERRY
67285,12.0,RIVINGTON
67286,105.0,CHERRY
67287,184.0,ORCHARD
67288,48.0,
67289,21.0,LAMARTINE PL
67290,,NEWARK
67291,81.0,W 19
67292,26.0,TRINITY PL
67293,13.0,HENRY AND
67294,159.0,W AND 16
67295,30.0,DOWNING
67296,90.0,AVE 3
67297,,UNIVER
67298,,9
67299,,CLINTON AVE
67300,,W MSBURG
67301,5.0,WALKER
67302,93.0,G WICH AVE
67303,240.0,RIVINGTON
67304,38.0,CROSBY
67305,295.0,W 24
67306,78.0,AVE 8
67307,46.0,VANDAM
67308,15.0,THOMPSON
67309,,E 24
67310,,AVE W 9C 24
67311,46.0,BROOME
67312,93.0,MARKET
67313,23.0,BROOME
67314,650.0,HUDSON
67315,,W 3LST & AVE 9
67316,245.0,E 25
67317,46.0,BROOME
67318,,W 28 & AVE 10
67319,561.0,GREENWICH
67320,419.0,HUDSON
67321,49.0,ANN
67322,7.0,ARCH PL
67323,160.0,W 16
67324,126.0,W 19
67325,,HARLEM
67326,347.0,
67327,38.0,OAK
67328,9.0,AVE 9 & W 27
67329,488.0,AVE 8
67330,203.0,WEST
67331,325.0,AVE 1
67332,108.0,MONROE
67333,576.0,HUDSON
67334,74.0,CAR
67335,125.0,E 16
67336,93.0,CANNON
67337,208.0,CHERRY
67338,208.0,CHERRY
67339,50.0,TROY
67340,241.0,ELI
67341,165.0,E 14
67342,43.0,CHARLES
67343,,W 26 & ALY 8
67344,305.0,W 17
67345,325.0,BROOME
67346,11.0,PITT
67347,76.0,NORFOLK
67348,10.0,VARICK
67349,28.0,COMMERCE
67350,213.0,AVE B
67351,11.0,COLUMBIA
67352,9.0,AVE 9 & W 29
67353,,E 32D & AVE 3
67354,,E 30 & AVE 3
67355,,JACKSON SOUTH & JACKSON
67356,,
67357,105.0,MOTT
67358,450.0,AVE 1
67359,232.0,ELIZABETH
67360,2.0,NYACK PL
67361,9.0,MILL BRKLYN
67362,1.0,GOERCK
67363,46.0,W 11
67364,57.0,WILLOW
67365,146.0,BROADWAY
67366,,
67367,84.0,WATTS
67368,344.0,COMMERCE
67369,350.0,BROADWAY
67370,68.0,ORANGE
67371,114.0,12
67372,27.0,GOLD
67373,,W 26 AND 27
67374,315.0,WASHINGTON
67375,142.0,MERCER
67376,286.0,6
67377,179.0,W 15
67378,186.0,W 18
67379,26.0,MONTGOMERY
67380,270.0,7
67381,319.0,9
67382,43.0,JAY
67383,10.0,GANSEVOORT
67384,4.0,ABINGDON PL
67385,55.0,VANDAM
67386,68.0,N MOORE
67387,135.0,BOWERY
67388,13.0,CORNELIA
67389,91.0,WALKER
67390,37.0,HORATIO
67391,5.0,DOMINICK
67392,148.0,HOUSTON
67393,71.0,CEDAR
67394,285.0,MOTT
67395,299.0,MONROE
67396,91.0,WALKER
67397,4.0,ABINGDON PL
67398,15.0,THOMPSON
67399,210.0,HESTER
67400,28.0,VANDAM
67401,52.0,HARRISON
67402,356.0,8
67403,52.0,HARRISON
67404,318.0,8
67405,259.0,SPRING
67406,80.0,LEWIS
67407,141.0,READE
67408,38.0,WHITEHALL
67409,73.0,FULTON
67410,101.0,BANK
67411,1116.0,BROADWAY
67412,1254.0,DIVISION
67413,,CHRYSTIE
67414,40.0,HAMILTON
67415,56.0,MORTON
67416,204.0,SPRING
67417,,BROOKLYN
67418,284.0,6
67419,32.0,5
67420,426.0,CHERRY AND H NORWALK AND 800881 AND 818 DEY
67421,12.0,CORTLAND
67422,,NORWALK AND 800881 AND 818 DEY
67423,196.0,VARICK
67424,141.0,AND BROADWAY
67425,97.0,MADISON
67426,367.0,GREENWICH
67427,136.0,W 21
67428,159.0,W 16
67429,2.0,TRINITY PL
67430,2921.0,GRAND
67431,350.0,WATER
67432,316.0,5
67433,121.0,W 13
67434,19.0,HESTER
67435,145.0,AVE 4
67436,,WMNSBG
67437,448.0,WASHINGTON
67438,3.0,COLUMBIA
67439,45.0,R BROADWAY
67440,310.0,AVE A
67441,27.0,LEONARD
67442,295.0,MADISON
67443,252.0,W 13
67444,77.0,W 17
67445,207.0,STANTON
67446,115.0,PRINCE
67447,204.0,SPRING
67448,95.0,PRINCE
67449,12.0,CHESNUT
67450,19.0,OLIVER
67451,22.0,10
67452,20.0,LIBERTY
67453,29.0,WASHINGTON
67454,41.0,DELANCEY
67455,107.0,RIVINGTON
67456,38.0,PEARL
67457,648.0,4
67458,,W N 35 & ALY 7
67459,128.0,W 27
67460,82.0,CLINTON
67461,,4
67462,219.0,AND DIVISION
67463,107.0,RIVGTN
67464,21.0,LAMAR TINE PL
67465,160.0,LEWIS
67466,49.0,NASSAU
67467,90.0,BROOME
67468,377.0,AVE 1
67469,392.0,HUDSON
67470,14.0,CANNON
67471,265.0,BOWERY
67472,72.0,GRAND
67473,29.0,BROOME
67474,72.0,GRAND
67475,53.0,CANNON
67476,19.0,FRANKFORT
67477,536.0,PEARL
67478,218.0,W 15
67479,76.0,FORSYTH
67480,1.0,AMITY LN
67481,68.0,VANDAM
67482,117.0,AVE 7
67483,45.0,RIVINGTON
67484,99.0,CLINTON
67485,58.0,SCAMMEL
67486,24.0,LISPENARD
67487,8.0,KING
67488,114.0,12
67489,322.0,8
67490,62.0,VANDAM
67491,51.0,LUDLOW
67492,192.0,DELANCEY
67493,14.0,PELHAM
67494,226.0,AVE 10
67495,258.0,AVE
67496,,W 18 & AVE 6
67497,93.0,ORCHARD
67498,,
67499,274.0,E 25
67500,135.0,BOWERY
67501,82.0,AVE D
67502,239.0,BROOME
67503,349.0,4
67504,46.0,THOMAS
67505,89.0,W 13
67506,2.0,TRINITY PL
67507,60.0,HUDSON
67508,83.0,BEAVER W 99 20
67509,3834.0,GRAND
67510,114.0,ALLEN
67511,70.0,CARMINE
67512,8.0,AVE 8 & W 25
67513,78.0,BROAD
67514,12.0,CORTLANDT
67515,20.0,LIBERTY
67516,83.0,BEAVER
67517,15.0,SPRUCE
67518,62.0,FRONT
67519,,W 31 & AVE 8
67520,26.0,TRINITY PL
67521,74.0,JOHN
67522,324.0,GRAND
67523,439.0,4
67524,82.0,LUDLOW
67525,21.0,AVE B
67526,15.0,ESSEX
67527,153.0,153 WALKER AVE 3 & 34
67528,462.0,AVE 3
67529,211.0,W 24
67530,61.0,3
67531,277.0,W 36
67532,39.0,WASHINGTON MARKET
67533,98.0,DUANE
67534,61.0,MARKET
67535,15.0,HAMILTON
67536,97.0,W BROADWAY
67537,10.0,GANSEVOORT
67538,138.0,NORFOLK
67539,133.0,BLEECKER
67540,4.0,MANGIN
67541,45.0,DOMINICK
67542,330.0,SPRING
67543,12.0,WATTS
67544,199.0,MOTT
67545,110.0,CHRISTOPHER
67546,,W 22D & AVE 6
67547,64.0,JOHN
67548,61.0,AVE 4
67549,2.0,AVE 1
67550,67.0,MACDOUGAL
67551,17.0,HAMMOND
67552,558.0,4
67553,,WILLIAMSBURG
67554,100.0,SULLIVAN
67555,641.0,WASHINGTON
67556,14.0,GROVE
67557,24.0,STANTON
67558,98.0,CLIFT
67559,38.0,AVE D
67560,41.0,RENWICK
67561,44.0,JONES
67562,163.0,CHARLES
67563,164.0,HAMMOND
67564,30.0,RIVINGTON
67565,40.0,WHITE
67566,100.0,DELANCEY
67567,125.0,AVE 4
67568,,BKLYN
67569,134.0,WATER
67570,16.0,AVE D
67571,200.0,DIVISION
67572,307.0,E BROADW
67573,126.0,STANTON WY
67574,150.0,3
67575,,W 19 & AVE 8
67576,173.0,THOMPSON
67577,173.0,THOMPSON
67578,371.0,THOMPSON
67579,27.0,LIBERTY
67580,56.0,MAIDEN LA
67581,228.0,W 17
67582,67.0,BANK
67583,60.0,COLUMBIA
67584,,NEW JERSEY
67585,11.0,ANN
67586,37.0,BAYARD
67587,244.0,ELIZABETH
67588,67.0,MAIDEN LA
67589,196.0,FORSYTH
67590,129.0,E 16 H 84 MONROE
67591,53.0,FRANKFORT
67592,41.0,WARREN
67593,153.0,DELANCEY
67594,101.0,ALLEN
67595,93.0,E 27
67596,44.0,SPRUCE
67597,286.0,9
67598,113.0,V 3
67599,153.0,LUDLOW
67600,134.0,3
67601,8.0,8 IST & 8 WILKAMSBURG
67602,160.0,CLINTON
67603,7.0,WHITE
67604,25.0,JAMES
67605,248.0,W 17
67606,318.0,
67607,58.0,AVE A
67608,528.0,PEARL
67609,178.0,W 16
67610,28.0,AVE C BROADWAY
67611,101.0,WATER
67612,186.0,W 17
67613,243.0,MADISON
67614,240.0,W 16
67615,110.0,STANTON
67616,,W 15 & AVE 10
67617,122.0,AVE 7
67618,77.0,GOERCK
67619,673.0,WATER
67620,,W 22D
67621,149.0,FRANKLIN
67622,,NATIONAL
67623,23.0,PRINCE
67624,47.0,E 43
67625,769.0,GREENWICH
67626,77.0,DUANE
67627,140.0,AMOS
67628,69.0,4 WASHINGTON
67629,,49ATTORNEY
67630,3054.0,BROADWAY
67631,51.0,ADELPHIA
67632,48.0,HOWARD
67633,79.0,GREENE
67634,211.0,BOWERY
67635,20.0,CORLEARS
67636,163.0,ESSEX
67637,38.0,COLUMBIA
67638,17.0,STANTON
67639,344.0,9
67640,90.0,GROVE
67641,5.0,WARREN BRKLYN
67642,4.0,
67643,73.0,MERCER
67644,104.0,1
67645,116.0,4
67646,,BROOKLYN
67647,53.0,10
67648,180.0,W 15
67649,,W 22D & AVE 8
67650,120.0,WAVERLEY PL
67651,,W 22D & AVE 6
67652,90.0,W 19
67653,20.0,BEEKMAN
67654,52.0,WALL
67655,186.0,CHERRY 186 CHERRY
67656,18.0,IRVING PL
67657,79.0,LAURENS
67658,60.0,CEDAR
67659,285.0,HOUSTON
67660,60.0,E 22D
67661,1118.0,BROADWAY
67662,27.0,AVE B
67663,,FLUSHING
67664,54.0,WALL
67665,,BROOKLYN
67666,,BKLYN
67667,164.0,FORSYTH
67668,60.0,E 22D
67669,161.0,BROOME
67670,119.0,MACDOUGAL
67671,58.0,AVE B
67672,,FLUSHING
67673,,L I OFFICE 87 CEDAR
67674,70.0,GAPSEVOORT
67675,194.0,SPRIN
67676,231.0,W 18
67677,17.0,ELIZABETH
67678,57.0,BROAD
67679,57.0,BROA
67680,733.0,WASHINGTON
67681,222.0,WALKER
67682,6.0,COMMERCE
67683,286.0,MADISON
67684,131.0,GREENWICH AVE
67685,19.0,LEROY
67686,62.0,ROOSEVELT
67687,,WIKIAMSBURG
67688,39.0,ANN
67689,126.0,SUFFOLK
67690,155.0,W 20
67691,220.0,CHERRY
67692,180.0,CANAL
67693,168.0,MADISON
67694,91.0,WALL
67695,134.0,AVE 2
67696,119.0,W 14
67697,25.0,BOND
67698,168.0,ELIZABETH
67699,351.0,HUDSN
67700,183.0,W 18
67701,17.0,STANTON
67702,119.0,W 14
67703,51.0,WLILIAM
67704,43.0,WHITEHALL
67705,8.0,HAGUE
67706,16.0,WALL
67707,3.0,AND COLLEGE PL
67708,72.0,BEEKMAN
67709,28.0,SPRUCE
67710,16.0,WALL
67711,85.0,DIVISION 2 MARKET
67712,51.0,AND GOERCK
67713,196.0,WOOSTER
67714,261.0,RIVINGTON
67715,145.0,STANTON
67716,145.0,DUANE
67717,257.0,DELANCEY
67718,131.0,WILLETT
67719,241.0,DELANCEY
67720,77.0,LUDLOW CHANT 18 LIBERTY PP ON MER
67721,,E
67722,18.0,LIBERTY PP ON MER
67723,230.0,5
67724,16.0,WOOSTER
67725,137.0,
67726,287.0,6
67727,162.0,W 20
67728,24.0,RIVINGTON
67729,46.0,JOHN
67730,161.0,E LITH
67731,,EF 24 & AVE 3
67732,487.0,BROADWAY
67733,306.0,2
67734,37.0,CHAMBRG
67735,37.0,CHAMBERS 87 CHAMBERS
67736,96.0,ALLEN
67737,115.0,CHATHAM
67738,4.0,BOWERY
67739,,E 24 AVE 3
67740,,E 24 & AVE 3
67741,1.0,KING
67742,148.0,THOMPSON
67743,40.0,HUBERT
67744,571.0,BROADWAY
67745,269.0,2
67746,250.0,7
67747,163.0,E 11
67748,471.0,PEARL
67749,17.0,CORNELIA
67750,150.0,FORSYTH
67751,747.0,GREENWICH
67752,106.0,W LLTH
67753,103.0,AVE 1
67754,134.0,12
67755,11.0,OLD SLIP
67756,13.0,OLD SLIP
67757,64.0,WATER
67758,291.0,E 25
67759,53.0,VESEY
67760,7.0,HARRISON
67761,662.0,4
67762,70.0,MANGIN
67763,34.0,MANGIN
67764,,FLUSHING
67765,267.0,MONROE
67766,51.0,ANTHONY
67767,,BROOKLYN
67768,318.0,W TH
67769,28.0,LISPENARD
67770,54.0,HOWARD
67771,117.0,LAURENS
67772,43.0,SUFFOLK
67773,28.0,HAMILTON
67774,51.0,W WASHINGTON PL
67775,18.0,BOWERY
67776,48.0,SULLIVAN
67777,536.0,GRAND
67778,76.0,RIDGE ALL
67779,30.0,WALL 135 ALY 2
67780,,IEE IIEAD SEY OA OO
67781,,TMT I ES AND F 7 BROOKLYN
67782,76.0,BRG
67783,172.0,W 20
67784,172.0,W 20
67785,284.0,W 13
67786,294.0,W 13
67787,90.0,ELM
67788,364.0,AVE 3
67789,,
67790,255.0,GREENE
67791,188.0,MADISON
67792,64.0,NORTH MOORE
67793,605.0,HOUSTON
67794,255.0,GREENE
67795,30.0,TRINITY PL
67796,89.0,MAIDEN LN
67797,28.0,RECTOR
67798,26.0,PITT
67799,105.0,E 24
67800,144.0,ESSEX
67801,91.0,ORANGE
67802,8.0,THOMAS
67803,682.0,WATER
67804,237.0,E 25
67805,164.0,W 17
67806,108.0,7
67807,224.0,12
67808,99.0,E 11
67809,128.0,LEONARD
67810,45.0,E 22D
67811,182.0,7
67812,74.0,W 24
67813,89.0,HESTER
67814,75.0,HAMERSLEY
67815,26.0,HUBERT
67816,74.0,GREENWICH AVE
67817,67.0,PINE
67818,191.0,10
67819,,
67820,57.0,AVE 9
67821,215.0,GRAND
67822,498.0,BROADWAY
67823,759.0,BROADWAY
67824,75.0,MARKET
67825,93.0,DELANCEY
67826,40.0,E 18
67827,,W 35 & AVE 6
67828,,22D & AVE 3
67829,66.0,MORTON
67830,66.0,PRINCE
67831,33.0,THOMPSON
67832,60.0,RIDGE
67833,154.0,I 27
67834,245.0,MONROE
67835,141.0,DELANCEY
67836,50.0,GOUVERNEUR
67837,25.0,S MARK PL
67838,424.0,BROADWAY
67839,60.0,WALL
67840,92.0,10
67841,60.0,WALL
67842,421.0,BROADWAY
67843,56.0,RIVINGTON
67844,272.0,7
67845,107.0,LUDLOW
67846,116.0,W 27
67847,9.0,VANDAM
67848,130.0,DELANCEY
67849,67.0,MURRAY
67850,,IN
67851,,IN
67852,30.0,PRO PECT
67853,266.0,BOWER
67854,,HOWARD
67855,,S DUNNING
67856,155.0,THOMPSC
67857,313.0,6
67858,181.0,CHURCH
67859,,W MBURG
67860,168.0,ESSEX
67861,76.0,AVE 4
67862,30.0,VANDA
67863,61.0,MO
67864,60.0,NORFOLK
67865,95.0,MONROE
67866,78.0,ORCHARD
67867,5.0,MINETTA
67868,2.0,AVE 2 & 28
67869,62.0,SUFFOLK
67870,,W 26 & AVE 8
67871,60.0,MARION
67872,13.0,CHAMBERS 64
67873,423.0,4
67874,69.0,ELDRIDGE
67875,69.0,ELDRIDGE
67876,3.0,AND WASHINGTON
67877,75.0,GREENWICH
67878,,WILLIAMSBG
67879,,W 28 & AVE 8
67880,24.0,E BROADWE
67881,,CLINTON
67882,330.0,GR
67883,128.0,EAST 27
67884,103.0,W 24
67885,254.0,7
67886,311.0,
67887,,E 24 & ALY
67888,13.0,CHAMBERS
67889,12.0,CORNELIA
67890,216.0,AVE 9
67891,76.0,MOTT
67892,119.0,CHRISTOPHER
67893,32.0,RIDGE
67894,106.0,PERRY
67895,146.0,BARROW
67896,158.0,WEST 15
67897,188.0,AVE B
67898,143.0,ESS
67899,5.0,
67900,30.0,FRONT
67901,123.0,AMITY
67902,134.0,PERRY
67903,,W 25
67904,149.0,ALLEN
67905,28.0,CORNELIA
67906,12.0,OAK
67907,,W 25 & AVE
67908,37.0,W 13
67909,23.0,DOMINI
67910,343.0,6
67911,9.0,AVE 9 & W 30
67912,106.0,PERRY
67913,44.0,AND BROO
67914,3.0,HARRISO
67915,94.0,AVE D
67916,29.0,WALL
67917,292.0,BLEECKER 4
67918,352.0,ALY W 8C 31S
67919,20.0,WATTS
67920,30.0,VANDAM
67921,,WILLIAMSBURG
67922,72.0,GROVE
67923,82.0,ALY D
67924,536.0,GRAND
67925,131.0,WOOSTER
67926,50.0,MARION
67927,50.0,MARION
67928,188.0,W 24
67929,105.0,AMITY
67930,,WMUSBURG
67931,105.0,AMITY
67932,165.0,RIVINGTON
67933,28.0,RIVINGTON
67934,7.0,DUTCH
67935,330.0,BOWERY
67936,116.0,COLUMBIA
67937,139.0,AVE C
67938,238.0,MERCER
67939,43.0,DEY
67940,270.0,E 25
67941,18.0,ORCHARD
67942,252.0,5
67943,56.0,AVE B
67944,239.0,AVE 3
67945,90.0,WEST
67946,124.0,HESTER
67947,47.0,HAMMOND
67948,198.0,MONROE
67949,,
67950,,GERMANY
67951,155.0,WASHINGTON MO
67952,53.0,12
67953,141.0,WALKER
67954,141.0,WALKER
67955,67.0,ALLEN
67956,1314.0,BOWERY
67957,154.0,THAMES
67958,321.0,9
67959,612.0,WATER
67960,342.0,HUDSON
67961,182.0,PEARL
67962,215.0,SULLIVAN
67963,205.0,CANAL
67964,146.0,CANAL
67965,87.0,CHRISTOPHER
67966,75.0,BALTIC
67967,44.0,LISPENARD
67968,51.0,EXCHANGE PL
67969,51.0,EXCHANGE PL
67970,434.0,10
67971,5.0,HAGUE
67972,56.0,MULBERRY
67973,582.0,GRAND
67974,5.0,OAK
67975,239.0,AVE 3
67976,,
67977,271.0,W 24
67978,50.0,CHRYSTIE
67979,11.0,CORNELIA
67980,194.0,W 18
67981,59.0,NORFOLK
67982,146.0,3
67983,389.0,MADISON
67984,195.0,BLEECKER
67985,132.0,PEARL
67986,117.0,CHARLES
67987,90.0,CHERRY
67988,71.0,3
67989,,WMSBG
67990,27.0,AVE B
67991,288.0,RIVINGTON
67992,684.0,WASHINGTON
67993,158.0,PERRY
67994,114.0,CENTRE
67995,192.0,CHURCH
67996,181.0,DIV
67997,265.0,BOWERY
67998,201.0,HOUSTON
67999,329.0,GRAND
68000,329.0,GRAND
68001,203.0,HSTON
68002,278.0,WALKER
68003,94.0,LEWIS
68004,105.0,WAVERLEY PL
68005,277.0,BILCKR
68006,,RATHBUN SH
68007,194.0,MADISON
68008,13.0,BROAD
68009,111.0,RIDGE
68010,3.0,SUFFOLK
68011,76.0,LEWIS
68012,198.0,WILLIAM
68013,8.0,AND 9
68014,82.0,FULTON
68015,33.0,BAYARD
68016,166.0,CHAMBERS
68017,39.0,LISPENARD
68018,201.0,HOUSTON
68019,344.0,CHRPSTIE
68020,19.0,LAURENS
68021,,W 37 & AVE 10
68022,5.0,JACKSON
68023,1220.0,W BROADWAY
68024,39.0,MOTT
68025,,W 23D & AVE 7
68026,128.0,NASSAU
68027,352.0,WATER
68028,,W 29 & AVE 7
68029,139.0,ELDRIDGE
68030,67.0,SHERIFF
68031,68.0,AVE B
68032,28.0,PITT
68033,6.0,LEONARD
68034,168.0,DELANCEY
68035,6.0,LEONARD
68036,69.0,E 11
68037,89.0,ESSEX
68038,35.0,MULBERRY
68039,376.0,AVE 6
68040,724.0,BROADWAY
68041,724.0,BROADWAY
68042,,HOBOKEN
68043,139.0,FORSYTH
68044,,3 & AVE A
68045,35.0,MULBERRY
68046,,NEW YORK
68047,237.0,MULBERRY
68048,,12 H BROADWAY AND UNIVERSITY PL
